Sequence,Start,End
ERR181435,1253163,1255009
ERR181435,1255009,1256805
ERR181435,1256805,1258566
ERR181435,1258566,1260163
ERR181435,1260163,1262159
ERR181435,1262159,1264183
ERR181435,1264183,1266137
ERR181435,1266137,1268101
ERR181435,1268101,1269951
ERR181435,1269951,1271661
ERR181435,1271661,1273429
ERR181435,1273429,1275199
ERR181435,1275199,1276149
ERR181435,1276149,1277891
ERR181435,1277891,1279679
ERR181435,1279679,1281471
ERR181435,1281471,1283158
ERR181435,1283158,1284884
ERR181435,1284884,1286701
ERR181435,1286701,1288539
ERR181435,1288539,1290250
ERR181435,1290250,1292077
ERR181435,1292077,1293813
ERR181435,1293813,1295271
ERR181435,1295271,1297109
ERR181435,1297109,1298767
ERR181435,1298767,1300454
ERR181435,1300454,1300922
ERR181435,1300922,1302894
ERR181435,1302894,1304742
ERR181435,1304742,1306336
ERR181435,1306336,1308147
ERR181435,1308147,1309934
ERR181435,1309934,1311683
ERR181435,1311683,1313494
ERR181435,1313494,1315317
ERR181435,1315317,1317063
ERR181435,1317063,1318856
ERR181435,1318856,1320677
ERR181435,1320677,1322430
ERR181435,1322430,1324131
ERR181435,1324131,1325924
ERR181435,1325924,1327710
ERR181435,1327710,1329462
ERR181435,1329462,1331028
ERR181435,1331028,1332785
ERR181435,1332785,1334589
ERR181435,1334589,1336181
ERR181435,1336181,1337689
ERR181435,1337689,1339350
ERR181435,1339350,1340842
ERR181435,1340842,1342773
ERR181435,1342773,1344614
ERR181435,1344614,1346206
ERR181435,1346206,1347909
ERR181435,1347909,1349665
ERR181435,1349665,1351384
ERR181435,1351384,1353088
ERR181435,1353088,1354869
ERR181435,1354869,1356672
ERR181435,1356672,1358486
ERR181435,1358486,1360298
ERR181435,1360298,1362137
ERR181435,1362137,1363872
ERR181435,1363872,1365393
ERR181435,1365393,1367149
ERR181435,1367149,1368944
ERR181435,1368944,1370791
ERR181435,1370791,1372554
ERR181435,1372554,1374349
ERR181435,1374349,1376171
ERR181435,1376171,1377960
ERR181435,1377960,1379721
ERR181435,1379721,1381497
ERR181435,1381497,1383333
ERR181435,1383333,1384987
ERR181435,1384987,1386858
ERR181435,1386858,1388852
ERR181435,1388852,1390703
ERR181435,1390703,1392467
ERR181435,1392467,1394311
ERR181435,1394311,1396060
ERR181435,1396060,1397809
ERR181435,1397809,1399646
ERR181435,1399646,1401392
ERR181435,1401392,1403235
ERR181435,1403235,1405015
ERR181435,1405015,1406672
ERR181435,1406672,1408496
ERR181435,1408496,1410307
ERR181435,1410307,1412126
ERR181435,1412126,1413848
ERR181435,1413848,1415633
ERR181435,1415633,1417403
ERR181435,1417403,1419185
ERR181435,1419185,1420969
ERR181435,1420969,1422692
ERR181435,1422692,1424493
ERR181435,1424493,1426271
ERR181435,1426271,1427970
ERR181435,1427970,1429772
ERR181435,1429772,1431467
ERR181435,1431467,1433313
ERR181435,1433313,1435156
ERR181435,1435156,1436952
ERR181435,1436952,1438633
ERR181435,1438633,1440399
ERR181435,1440399,1442187
ERR181435,1442187,1444007
ERR181435,1444007,1445807
ERR181435,1445807,1447409
ERR181435,1447409,1449103
ERR181435,1449103,1450844
ERR181435,1450844,1452674
ERR181435,1452674,1454432
ERR181435,1454432,1456095
ERR181435,1456095,1457900
ERR181435,1457900,1459700
ERR181435,1459700,1461503
ERR181435,1461503,1463325
ERR181435,1463325,1465059
ERR181435,1465059,1466906
ERR181435,1466906,1468809
ERR181435,1468809,1470425
ERR181435,1470425,1472179
ERR181435,1472179,1474005
ERR181435,1474005,1475785
ERR181435,1475785,1477546
ERR181435,1477546,1479382
ERR181435,1479382,1481110
ERR181435,1481110,1482896
ERR181435,1482896,1484563
ERR181435,1484563,1486351
ERR181435,1486351,1488116
ERR181435,1488116,1489994
ERR181435,1489994,1491892
ERR181435,1491892,1493621
ERR181435,1493621,1495402
ERR181435,1495402,1497221
ERR181435,1497221,1499006
ERR181435,1499006,1500786
ERR181435,1500786,1502614
ERR181435,1502614,1504359
ERR181435,1504359,1505957
ERR181435,1505957,1507731
ERR181435,1507731,1509335
ERR181435,1509335,1511039
ERR181435,1511039,1512796
ERR181435,1512796,1514560
ERR181435,1514560,1516347
ERR181435,1516347,1518029
ERR181435,1518029,1519800
ERR181435,1519800,1521638
ERR181435,1521638,1523406
ERR181435,1523406,1525211
ERR181435,1525211,1527016
ERR181435,1527016,1528710
ERR181435,1528710,1530362
ERR181435,1530362,1532016
ERR181435,1532016,1533866
ERR181435,1533866,1535707
ERR181435,1535707,1537521
ERR181435,1537521,1539314
ERR181435,1539314,1541029
ERR181435,1541029,1542171
ERR181435,1542171,1544363
ERR181435,1544363,1546353
ERR181435,1546353,1547978
ERR181435,1547978,1549565
ERR181435,1549565,1551335
ERR181435,1551335,1553151
ERR181435,1553151,1554925
ERR181435,1554925,1556660
ERR181435,1556660,1558215
ERR181435,1558215,1559666
ERR181435,1563425,1565169
ERR181435,1565169,1567092
ERR181435,1567092,1568871
ERR181435,1568871,1570490
ERR181435,1570490,1572089
ERR181435,1572089,1574089
ERR181435,1574089,1575944
ERR181435,1575944,1577258
ERR181435,1577258,1578930
ERR181435,1578930,1580104
ERR181435,1580104,1581793
ERR181435,1581793,1583562
ERR181435,1583562,1585310
ERR181435,1585310,1587094
ERR181435,1587094,1588599
ERR181435,1588599,1590387
ERR181435,1590387,1592181
ERR181435,1592181,1593779
ERR181435,1593779,1595477
ERR181435,1595477,1597242
ERR181435,1597242,1598895
ERR181435,1598895,1600655
ERR181435,1600655,1602457
ERR181435,1602457,1604378
ERR181435,1604378,1606378
ERR181435,1606378,1608363
ERR181435,1608363,1608803
ERR181435,1608803,1610797
ERR181435,1610797,1612342
ERR181435,1612342,1614179
ERR181435,1614179,1616143
ERR181435,1616143,1618068
ERR181435,1618068,1620049
ERR181435,1620049,1621988
ERR181435,1621988,1623699
ERR181435,1623699,1625477
ERR181435,1625477,1627203
ERR181435,1627203,1628976
ERR181435,1628976,1630618
ERR181435,1638282,1640206
ERR181435,1640206,1641818
ERR181435,1641818,1643619
ERR181435,1643619,1645164
ERR181435,1645164,1646286
ERR181435,1646286,1648036
ERR181435,1648036,1649602
ERR181435,1649602,1651386
ERR181435,1651386,1653205
ERR181435,1653205,1654923
ERR181435,1654923,1656750
ERR181435,1656750,1657646
ERR181435,1657646,1659465
ERR181435,1659465,1661262
ERR181435,1661262,1663041
ERR181435,1663041,1664691
ERR181435,1664691,1666434
ERR181435,1666434,1668227
ERR181435,1668227,1669946
ERR181435,1669946,1671693
ERR181435,1671693,1673357
ERR181435,1673357,1675191
ERR181435,1675191,1676983
ERR181435,1676983,1678830
ERR181435,1678830,1680575
ERR181435,1680575,1682272
ERR181435,1682272,1683983
ERR181435,1683983,1685669
ERR181435,1685669,1687465
ERR181435,1687465,1689136
ERR181435,1689136,1690874
ERR181435,1690874,1692721
ERR181435,1692721,1694506
ERR181435,1694506,1696331
ERR181435,1696331,1698185
ERR181435,1698185,1700017
ERR181435,1700017,1701830
ERR181435,1701830,1703474
ERR181435,1703474,1705304
ERR181435,1705304,1707130
ERR181435,1707130,1708905
ERR181435,1708905,1710724
ERR181435,1710724,1712532
ERR181435,1712532,1714370
ERR181435,1714370,1716161
ERR181435,1716161,1717927
ERR181435,1717927,1719670
ERR181435,1719670,1721398
ERR181435,1721398,1723200
ERR181435,1723200,1725008
ERR181435,1725008,1726699
ERR181435,1726699,1728378
ERR181435,1728378,1730176
ERR181435,1730176,1732016
ERR181435,1732016,1733838
ERR181435,1733838,1735679
ERR181435,1735679,1736921
ERR181435,1736921,1738684
ERR181435,1738684,1740361
ERR181435,1740361,1741894
ERR181435,1741894,1743663
ERR181435,1743663,1745434
ERR181435,1745434,1747210
ERR181435,1747210,1749011
ERR181435,1749011,1750679
ERR181435,1753412,1755406
ERR181435,1755406,1757115
ERR181435,1757115,1758851
ERR181435,1758851,1760557
ERR181435,1760557,1762343
ERR181435,1762343,1763979
ERR181435,1763979,1765756
ERR181435,1765756,1767558
ERR181435,1767558,1769305
ERR181435,1769305,1771055
ERR181435,1771055,1772884
ERR181435,1772884,1774655
ERR181435,1774655,1776250
ERR181435,1776250,1777987
ERR181435,1777987,1779348
ERR181435,1779348,1781079
ERR181435,1781079,1782606
ERR181435,1782606,1784576
ERR181435,1784576,1786533
ERR181435,1786533,1788485
ERR181435,1788485,1790136
ERR181435,1790136,1791920
ERR181435,1791920,1793745
ERR181435,1793745,1795270
ERR181435,1795270,1796955
ERR181435,1796955,1798518
ERR181435,1798518,1800069
ERR181435,1800069,1801841
ERR181435,1801841,1803632
ERR181435,1803632,1805341
ERR181435,1805341,1807145
ERR181435,1807145,1808824
ERR181435,1808824,1810599
ERR181435,1810599,1812358
ERR181435,1812358,1814177
ERR181435,1814177,1815890
ERR181435,1815890,1817567
ERR181435,1817567,1819264
ERR181435,1819264,1820858
ERR181435,1820858,1822667
ERR181435,1822667,1824513
ERR181435,1824513,1826285
ERR181435,1826285,1828079
ERR181435,1828079,1829877
ERR181435,1829877,1831576
ERR181435,1831576,1833320
ERR181435,1833320,1834948
ERR181435,1834948,1836771
ERR181435,1836771,1838526
ERR181435,1838526,1840292
ERR181435,1840292,1842006
ERR181435,1842006,1843803
ERR181435,1843803,1845629
ERR181435,1845629,1847336
ERR181435,1847336,1849039
ERR181435,1849039,1850880
ERR181435,1850880,1852650
ERR181435,1852650,1854468
ERR181435,1854468,1855771
ERR181435,1855771,1857534
ERR181435,1857534,1859382
ERR181435,1859382,1861188
ERR181435,1861188,1862189
ERR181435,1865512,1867275
ERR181435,1867275,1869086
ERR181435,1869086,1870983
ERR181435,1870983,1871897
ERR181435,1871897,1873484
ERR181435,1873484,1875199
ERR181435,1875199,1876720
ERR181435,1876720,1878429
ERR181435,1878429,1879995
ERR181435,1879995,1881756
ERR181435,1881756,1883594
ERR181435,1883594,1885420
ERR181435,1885420,1887174
ERR181435,1887174,1888835
ERR181435,1888835,1890632
ERR181435,1890632,1892418
ERR181435,1892418,1894011
ERR181435,1894011,1895755
ERR181435,1895755,1897256
ERR181435,1897256,1899058
ERR181435,1899058,1900843
ERR181435,1900843,1902619
ERR181435,1902619,1904434
ERR181435,1904434,1906270
ERR181435,1906270,1908087
ERR181435,1908087,1909689
ERR181435,1909689,1911514
ERR181435,1911514,1913268
ERR181435,1913268,1915116
ERR181435,1915116,1916869
ERR181435,1916869,1918656
ERR181435,1918656,1920306
ERR181435,1920306,1922065
ERR181435,1922065,1923890
ERR181435,1923890,1925675
ERR181435,1925675,1927203
ERR181435,1927203,1929052
ERR181435,1929052,1930943
ERR181435,1930943,1932716
ERR181435,1932716,1933938
ERR181435,1933938,1935837
ERR181435,1935837,1937680
ERR181435,1937680,1938951
ERR181435,1938951,1940756
ERR181435,1940756,1942276
ERR181435,1942276,1943722
ERR181435,1943722,1945532
ERR181435,1945532,1947363
ERR181435,1947363,1949110
ERR181435,1949110,1950932
ERR181435,1950932,1952681
ERR181435,1952681,1954392
ERR181435,1954392,1955871
ERR181435,1955871,1957600
ERR181435,1957600,1959333
ERR181435,1959333,1961083
ERR181435,1961083,1962835
ERR181435,1962835,1963134
ERR181435,1963134,1965134
ERR181435,1965134,1966892
ERR181435,1966892,1968607
ERR181435,1968607,1970392
ERR181435,1970392,1972149
ERR181435,1972149,1974120
ERR181435,1974120,1976095
ERR181435,1976095,1977746
ERR181435,1977746,1979623
ERR181435,1979623,1981590
ERR181435,1984873,1986870
ERR181435,1986870,1987628
ERR181435,1987628,1989529
ERR181435,1992733,1994664
ERR181435,1994664,1996570
ERR181435,1996570,1997775
ERR181435,1997775,1999566
ERR181435,1999566,2000607
ERR181435,2000607,2002593
ERR181435,2002593,2004516
ERR181435,2004516,2006261
ERR181435,2006261,2008049
ERR181435,2008049,2009683
ERR181435,2009683,2011320
ERR181435,2011320,2013003
ERR181435,2013003,2014783
ERR181435,2014783,2016618
ERR181435,2016618,2018295
ERR181435,2018295,2020046
ERR181435,2020046,2021823
ERR181435,2021823,2023633
ERR181435,2023633,2025333
ERR181435,2025333,2026510
ERR181435,2026510,2028429
ERR181435,2028429,2030371
ERR181435,2030371,2031910
ERR181435,2031910,2033692
ERR181435,2033692,2035243
ERR181435,2035243,2036893
ERR181435,2036893,2038583
ERR181435,2038583,2039459
ERR181435,2044878,2044952
ERR181435,2044952,2046917
ERR181435,2046917,2047929
ERR181435,2047929,2049905
ERR181435,2049905,2051207
ERR181435,2051207,2053193
ERR181435,2053193,2054988
ERR181435,2054988,2056649
ERR181435,2056649,2058465
ERR181435,2058465,2060018
ERR181435,2060018,2061190
ERR181435,2061190,2063018
ERR181435,2063018,2064846
ERR181435,2064846,2066674
ERR181435,2066674,2068503
ERR181435,2068503,2070337
ERR181435,2070337,2071846
ERR181435,2071846,2073427
ERR181435,2073427,2075054
ERR181435,2075054,2076892
ERR181435,2076892,2078416
ERR181435,2078416,2080242
ERR181435,2080242,2081992
ERR181435,2081992,2083672
ERR181435,2083672,2085307
ERR181435,2085307,2086788
ERR181435,2086788,2087997
ERR181435,2087997,2089974
ERR181435,2089974,2091659
ERR181435,2091659,2092644
ERR181435,2092644,2094242
ERR181435,2094242,2095957
ERR181435,2095957,2097610
ERR181435,2097610,2099396
ERR181435,2099396,2101211
ERR181435,2101211,2102922
ERR181435,2102922,2104529
ERR181435,2104529,2106252
ERR181435,2106252,2107878
ERR181435,2107878,2109634
ERR181435,2109634,2111302
ERR181435,2111302,2113112
ERR181435,2113112,2114760
ERR181435,2114760,2116526
ERR181435,2116526,2118279
ERR181435,2118279,2120076
ERR181435,2120076,2121412
ERR181435,2121412,2123155
ERR181435,2123155,2124894
ERR181435,2124894,2126703
ERR181435,2126703,2128490
ERR181435,2128490,2130310
ERR181435,2130310,2132118
ERR181435,2132118,2133683
ERR181435,2133683,2135374
ERR181435,2135374,2137188
ERR181435,2137188,2138936
ERR181435,2138936,2140653
ERR181435,2140653,2142380
ERR181435,2142380,2144222
ERR181435,2144222,2146024
ERR181435,2146024,2147858
ERR181435,2147858,2149592
ERR181435,2149592,2151276
ERR181435,2151276,2153050
ERR181435,2153050,2154756
ERR181435,2154756,2156538
ERR181435,2156538,2158219
ERR181435,2158219,2159927
ERR181435,2159927,2161508
ERR181435,2161508,2162909
ERR181435,2170733,2172675
ERR181435,2172675,2174221
ERR181435,2174221,2176000
ERR181435,2176000,2177557
ERR181435,2177557,2179262
ERR181435,2179262,2181022
ERR181435,2181022,2182587
ERR181435,2182587,2184245
ERR181435,2184245,2185967
ERR181435,2185967,2187753
ERR181435,2187753,2189277
ERR181435,2189277,2191102
ERR181435,2191102,2192890
ERR181435,2192890,2194531
ERR181435,2194531,2196001
ERR181435,2196001,2197668
ERR181435,2197668,2199484
ERR181435,2199484,2201254
ERR181435,2201254,2203069
ERR181435,2203069,2204897
ERR181435,2204897,2206079
ERR181435,2206079,2207637
ERR181435,2207637,2209216
ERR181435,2209216,2210875
ERR181435,2210875,2212576
ERR181435,2212576,2214206
ERR181435,2214206,2216020
ERR181435,2216020,2217838
ERR181435,2217838,2219616
ERR181435,2219616,2221401
ERR181435,2221401,2223185
ERR181435,2223185,2224861
ERR181435,2224861,2226247
ERR181435,2226247,2228247
ERR181435,2228247,2230064
ERR181435,2230064,2231684
ERR181435,2231684,2233372
ERR181435,2233372,2235079
ERR181435,2235079,2236884
ERR181435,2236884,2238613
ERR181435,2238613,2240222
ERR181435,2240222,2242060
ERR181435,2242060,2243816
ERR181435,2243816,2245439
ERR181435,2245439,2247237
ERR181435,2247237,2249032
ERR181435,2249032,2250502
ERR181435,2250502,2252240
ERR181435,2252240,2254085
ERR181435,2254085,2255883
ERR181435,2255883,2257636
ERR181435,2257636,2259429
ERR181435,2259429,2260949
ERR181435,2260949,2262928
ERR181435,2262928,2264257
ERR181435,2264257,2265886
ERR181435,2265886,2267696
ERR181435,2267696,2269260
ERR181435,2269260,2271074
ERR181435,2271074,2272894
ERR181435,2272894,2274679
ERR181435,2274679,2276439
ERR181435,2276439,2278217
ERR181435,2278217,2280217
ERR181435,2280217,2282217
ERR181435,2282217,2283947
ERR181435,2283947,2285737
ERR181435,2285737,2287503
ERR181435,2287503,2289051
ERR181435,2289051,2290851
ERR181435,2290851,2292299
ERR181435,2292299,2294116
ERR181435,2294116,2295840
ERR181435,2295840,2297592
ERR181435,2297592,2299262
ERR181435,2299262,2301064
ERR181435,2301064,2302432
ERR181435,2302432,2303898
ERR181435,2303898,2305336
ERR181435,2305336,2307259
ERR181435,2307259,2309061
ERR181435,2309061,2310578
ERR181435,2310578,2311669
ERR181435,2311669,2313621
ERR181435,2313621,2315452
ERR181435,2315452,2317233
ERR181435,2317233,2318785
ERR181435,2318785,2320510
ERR181435,2320510,2322166
ERR181435,2322166,2323359
ERR181435,2323359,2325180
ERR181435,2325180,2326554
ERR181435,2326554,2328279
ERR181435,2328279,2329999
ERR181435,2329999,2331204
ERR181435,2331204,2332960
ERR181435,2332960,2334752
ERR181435,2334752,2336550
ERR181435,2336550,2338152
ERR181435,2338152,2339694
ERR181435,2339694,2340884
ERR181435,2340884,2342309
ERR181435,2342309,2344128
ERR181435,2344128,2345618
ERR181435,2345618,2347300
ERR181435,2347300,2348902
ERR181435,2348902,2350332
ERR181435,2350332,2352074
ERR181435,2352074,2353560
ERR181435,2353560,2355326
ERR181435,2355326,2356750
ERR181435,2356750,2358447
ERR181435,2358447,2360154
ERR181435,2360154,2362075
ERR181435,2362075,2363995
ERR181435,2363995,2365800
ERR181435,2365800,2367390
ERR181435,2367390,2368926
ERR181435,2368926,2370670
ERR181435,2370670,2372449
ERR181435,2372449,2374100
ERR181435,2374100,2376100
ERR181435,2376100,2378100
ERR181435,2378100,2379453
ERR181435,2379453,2381114
ERR181435,2381114,2382758
ERR181435,2382758,2384608
ERR181435,2384608,2386523
ERR181435,2386523,2388156
ERR181435,2388156,2388669
ERR181435,2388669,2390642
ERR181435,2390642,2392391
ERR181435,2392391,2394092
ERR181435,2394092,2395905
ERR181435,2395905,2397341
ERR181435,2397341,2399134
ERR181435,2399134,2400891
ERR181435,2400891,2402454
ERR181435,2402454,2404151
ERR181435,2404151,2405969
ERR181435,2405969,2407798
ERR181435,2407798,2409331
ERR181435,2409331,2410981
ERR181435,2410981,2412616
ERR181435,2412616,2414457
ERR181435,2414457,2416267
ERR181435,2416267,2417842
ERR181435,2417842,2419497
ERR181435,2419497,2421238
ERR181435,2421238,2423207
ERR181435,2423207,2424900
ERR181435,2424900,2426843
ERR181435,2426843,2428442
ERR181435,2428442,2430052
ERR181435,2430052,2430566
ERR181435,2430566,2432544
ERR181435,2432544,2434506
ERR181435,2434506,2436205
ERR181435,2436205,2437938
ERR181435,2437938,2439678
ERR181435,2439678,2441500
ERR181435,2441500,2443092
ERR181435,2443092,2444928
ERR181435,2444928,2445796
ERR181435,2445796,2447531
ERR181435,2447531,2449168
ERR181435,2449168,2450816
ERR181435,2450816,2451528
ERR181435,2451528,2453322
ERR181435,2453322,2454836
ERR181435,2454836,2456236
ERR181435,2456236,2457627
ERR181435,2457627,2459403
ERR181435,2459403,2460773
ERR181435,2460773,2462318
ERR181435,2462318,2464139
ERR181435,2464139,2465974
ERR181435,2465974,2467748
ERR181435,2467748,2469454
ERR181435,2469454,2471319
ERR181435,2471319,2472573
ERR181435,2472573,2473561
ERR181435,2473561,2475519
ERR181435,2475519,2477344
ERR181435,2477344,2479182
ERR181435,2479182,2481023
ERR181435,2481023,2482532
ERR181435,2482532,2484024
ERR181435,2484024,2485656
ERR181435,2485656,2487212
ERR181435,2487212,2488786
ERR181435,2488786,2490056
ERR181435,2490056,2491722
ERR181435,2491722,2493368
ERR181435,2493368,2495021
ERR181435,2495021,2496763
ERR181435,2496763,2498372
ERR181435,2498372,2499993
ERR181435,2499993,2501514
ERR181435,2501514,2503234
ERR181435,2503234,2504980
ERR181435,2504980,2506701
ERR181435,2506701,2508241
ERR181435,2508241,2509797
ERR181435,2509797,2511439
ERR181435,2511439,2513343
ERR181435,2513343,2514649
ERR181435,2514649,2516409
ERR181435,2516409,2518360
ERR181435,2518360,2520136
ERR181435,2520136,2521672
ERR181435,2521672,2522619
ERR181435,2522619,2524451
ERR181435,2524451,2526446
ERR181435,2526446,2528401
ERR181435,2528401,2530005
ERR181435,2530005,2531788
ERR181435,2531788,2533452
ERR181435,2533452,2535149
ERR181435,2535149,2536818
ERR181435,2536818,2538663
ERR181435,2538663,2540408
ERR181435,2540408,2541992
ERR181435,2541992,2543510
ERR181435,2543510,2545167
ERR181435,2545167,2546914
ERR181435,2546914,2548623
ERR181435,2548623,2549637
ERR181435,2549637,2551592
ERR181435,2551592,2553152
ERR181435,2553152,2554956
ERR181435,2554956,2556022
ERR181435,2556022,2557857
ERR181435,2557857,2559657
ERR181435,2559657,2561347
ERR181435,2561347,2563143
ERR181435,2563143,2564833
ERR181435,2564833,2566393
ERR181435,2566393,2568141
ERR181435,2568141,2569844
ERR181435,2569844,2571623
ERR181435,2571623,2573376
ERR181435,2573376,2575096
ERR181435,2575096,2576919
ERR181435,2576919,2578737
ERR181435,2578737,2580524
ERR181435,2580524,2581711
ERR181435,2581711,2583368
ERR181435,2583368,2585095
ERR181435,2585095,2586664
ERR181435,2586664,2588174
ERR181435,2588174,2589995
ERR181435,2589995,2591837
ERR181435,2591837,2593623
ERR181435,2593623,2594978
ERR181435,2594978,2596650
ERR181435,2596650,2598376
ERR181435,2598376,2599834
ERR181435,2599834,2600759
ERR181435,2600759,2602503
ERR181435,2602503,2604237
ERR181435,2604237,2606022
ERR181435,2606022,2607465
ERR181435,2607465,2608536
ERR181435,2608536,2610178
ERR181435,2610178,2611663
ERR181435,2611663,2613366
ERR181435,2613366,2615341
ERR181435,2615341,2617270
ERR181435,2617270,2619067
ERR181435,2619067,2620795
ERR181435,2620795,2622790
ERR181435,2622790,2624467
ERR181435,2624467,2626238
ERR181435,2626238,2627879
ERR181435,2627879,2629691
ERR181435,2629691,2631457
ERR181435,2631457,2632640
ERR181435,2632640,2634542
ERR181435,2634542,2635793
ERR181435,2635793,2637644
ERR181435,2637644,2639590
ERR181435,2639590,2641289
ERR181435,2641289,2643289
ERR181435,2643289,2644703
ERR181435,2644703,2646485
ERR181435,2646485,2647986
ERR181435,2647986,2649586
ERR181435,2649586,2651065
ERR181435,2651065,2652787
ERR181435,2652787,2654277
ERR181435,2654277,2656046
ERR181435,2656046,2657379
ERR181435,2657379,2659152
ERR181435,2659152,2660953
ERR181435,2660953,2662471
ERR181435,2662471,2664438
ERR181435,2664438,2666134
ERR181435,2666134,2667011
ERR181435,2667011,2668741
ERR181435,2668741,2670314
ERR181435,2670314,2672035
ERR181435,2672035,2673791
ERR181435,2673791,2675601
ERR181435,2675601,2677244
ERR181435,2677244,2679002
ERR181435,2679002,2680745
ERR181435,2680745,2682046
ERR181435,2682046,2683839
ERR181435,2683839,2685606
ERR181435,2685606,2686940
ERR181435,2686940,2688763
ERR181435,2688763,2690450
ERR181435,2690450,2692407
ERR181435,2692407,2694303
ERR181435,2694303,2696078
ERR181435,2696078,2697739
ERR181435,2697739,2698977
ERR181435,2698977,2700664
ERR181435,2700664,2702370
ERR181435,2702370,2704126
ERR181435,2704126,2706055
ERR181435,2706055,2707889
ERR181435,2707889,2709574
ERR181435,2709574,2711497
ERR181435,2711497,2713037
ERR181435,2713037,2714662
ERR181435,2714662,2715592
ERR181435,2715592,2717306
ERR181435,2717306,2718987
ERR181435,2718987,2720733
ERR181435,2720733,2722471
ERR181435,2722471,2724345
ERR181435,2724345,2726339
ERR181435,2726339,2727352
ERR181435,2727352,2728993
ERR181435,2728993,2730793
ERR181435,2730793,2732517
ERR181435,2732517,2734216
ERR181435,2734216,2735832
ERR181435,2735832,2737457
ERR181435,2737457,2739140
ERR181435,2739140,2740752
ERR181435,2740752,2742554
ERR181435,2742554,2743898
ERR181435,2743898,2745724
ERR181435,2745724,2747553
ERR181435,2747553,2748109
ERR181435,2748109,2749985
ERR181435,2749985,2751611
ERR181435,2751611,2753161
ERR181435,2753161,2754872
ERR181435,2754872,2756420
ERR181435,2756420,2758101
ERR181435,2758101,2759838
ERR181435,2759838,2761671
ERR181435,2761671,2763146
ERR181435,2763146,2764599
ERR181435,2764599,2766418
ERR181435,2766418,2768258
ERR181435,2768258,2769794
ERR181435,2769794,2771477
ERR181435,2771477,2773116
ERR181435,2773116,2774739
ERR181435,2774739,2776480
ERR181435,2776480,2778258
ERR181435,2778258,2779980
ERR181435,2779980,2781435
ERR181435,2781435,2782890
ERR181435,2782890,2784884
ERR181435,2784884,2786500
ERR181435,2786500,2788254
ERR181435,2788254,2789772
ERR181435,2789772,2791478
ERR181435,2791478,2793148
ERR181435,2793148,2794900
ERR181435,2797559,2798691
ERR181435,2798691,2800691
ERR181435,2800691,2800708
ERR181435,2806326,2808326
ERR181435,2808326,2810116
ERR181435,2810116,2811930
ERR181435,2811930,2813474
ERR181435,2813474,2815033
ERR181435,2815033,2816801
ERR181435,2816801,2818514
ERR181435,2818514,2819736
ERR181435,2819736,2821534
ERR181435,2821534,2823114
ERR181435,2823114,2824576
ERR181435,2824576,2826190
ERR181435,2826190,2827500
ERR181435,2827500,2828948
ERR181435,2828948,2830940
ERR181435,2830940,2832155
ERR181435,2832155,2833885
ERR181435,2833885,2835697
ERR181435,2835697,2837470
ERR181435,2837470,2839384
ERR181435,2839384,2841045
ERR181435,2841045,2843029
ERR181435,2843029,2844937
ERR181435,2844937,2845463
ERR181435,2845463,2847458
ERR181435,2847458,2849103
ERR181435,2849103,2850944
ERR181435,2850944,2852780
ERR181435,2852780,2854514
ERR181435,2854514,2856244
ERR181435,2856244,2858220
ERR181435,2858220,2860091
ERR181435,2860091,2861841
ERR181435,2861841,2863824
ERR181435,2863824,2865639
ERR181435,2865639,2867603
ERR181435,2867603,2869295
ERR181435,2869295,2870833
ERR181435,2870833,2872427
ERR181435,2872427,2873718
ERR181435,2873718,2875383
ERR181435,2875383,2877365
ERR181435,2877365,2879155
ERR181435,2879155,2880894
ERR181435,2880894,2882660
ERR181435,2882660,2884275
ERR181435,2884275,2885809
ERR181435,2885809,2887611
ERR181435,2887611,2889455
ERR181435,2889455,2891214
ERR181435,2891214,2893114
ERR181435,2893114,2895019
ERR181435,2895019,2896922
ERR181435,2896922,2898905
ERR181435,2898905,2900290
ERR181435,2900290,2901781
ERR181435,2901781,2903697
ERR181435,2903697,2905398
ERR181435,2905398,2906951
ERR181435,2906951,2908725
ERR181435,2908725,2910441
ERR181435,2910441,2912097
ERR181435,2912097,2913928
ERR181435,2913928,2915567
ERR181435,2915567,2916999
ERR181435,2916999,2918782
ERR181435,2918782,2920262
ERR181435,2920262,2921555
ERR181435,2921555,2923243
ERR181435,2923243,2923839
ERR181435,2923839,2925675
ERR181435,2925675,2927626
ERR181435,2927626,2929289
ERR181435,2929289,2930903
ERR181435,2930903,2932497
ERR181435,2932497,2934268
ERR181435,2934268,2934944
ERR181435,2934944,2936927
ERR181435,2936927,2938879
ERR181435,2938879,2940458
ERR181435,2940458,2942282
ERR181435,2942282,2943585
ERR181435,2943585,2945564
ERR181435,2945564,2947318
ERR181435,2947318,2949061
ERR181435,2949061,2950742
ERR181435,2950742,2951916
ERR181435,2951916,2953636
ERR181435,2953636,2954669
ERR181435,2954669,2956426
ERR181435,2956426,2957772
ERR181435,2957772,2959361
ERR181435,2962509,2964457
ERR181435,2964457,2966163
ERR181435,2966163,2967963
ERR181435,2967963,2969693
ERR181435,2969693,2971520
ERR181435,2971520,2972630
ERR181435,2975107,2976910
ERR181435,2976910,2978585
ERR181435,2978585,2980366
ERR181435,2980366,2982033
ERR181435,2985303,2986967
ERR181435,2986967,2988877
ERR181435,2988877,2990867
ERR181435,2990867,2992001
ERR181435,2992001,2993262
ERR181435,2993262,2994928
