Sequence,Start,End
GPSC25,1394691,1396595
GPSC25,1396595,1398408
GPSC25,1398408,1400158
GPSC25,1400158,1401951
GPSC25,1401951,1403797
GPSC25,1403797,1405584
GPSC25,1405584,1407417
GPSC25,1407417,1409242
GPSC25,1409242,1411042
GPSC25,1411042,1412844
GPSC25,1412844,1414687
GPSC25,1414687,1416519
GPSC25,1416519,1417851
GPSC25,1417851,1419837
GPSC25,1419837,1421674
GPSC25,1421674,1423448
GPSC25,1423448,1425199
GPSC25,1425199,1427199
GPSC25,1427199,1429053
GPSC25,1429053,1430666
GPSC25,1430666,1432041
GPSC25,1432041,1433822
GPSC25,1433822,1435606
GPSC25,1435606,1437376
GPSC25,1437376,1439198
GPSC25,1439198,1440989
GPSC25,1440989,1442778
GPSC25,1442778,1444551
GPSC25,1444551,1446280
GPSC25,1446280,1448045
GPSC25,1448045,1449770
GPSC25,1449770,1451525
GPSC25,1451525,1453074
GPSC25,1453074,1454942
GPSC25,1454942,1456606
GPSC25,1456606,1458570
GPSC25,1458570,1460286
GPSC25,1460286,1461973
GPSC25,1461973,1463475
GPSC25,1463475,1465221
GPSC25,1465221,1467196
GPSC25,1467196,1468915
GPSC25,1468915,1470715
GPSC25,1470715,1472468
GPSC25,1472468,1474246
GPSC25,1474246,1476082
GPSC25,1476082,1477837
GPSC25,1477837,1479672
GPSC25,1479672,1481505
GPSC25,1481505,1483353
GPSC25,1483353,1485120
GPSC25,1485120,1486782
GPSC25,1486782,1488664
GPSC25,1488664,1490664
GPSC25,1490664,1492428
GPSC25,1492428,1494233
GPSC25,1494233,1496072
GPSC25,1496072,1497834
GPSC25,1497834,1499670
GPSC25,1499670,1501505
GPSC25,1501505,1502998
GPSC25,1502998,1504772
GPSC25,1504772,1506593
GPSC25,1506593,1508401
GPSC25,1508401,1510164
GPSC25,1510164,1511975
GPSC25,1511975,1513780
GPSC25,1513780,1515580
GPSC25,1515580,1517374
GPSC25,1517374,1519035
GPSC25,1519035,1520853
GPSC25,1520853,1522693
GPSC25,1522693,1524505
GPSC25,1524505,1526325
GPSC25,1526325,1528080
GPSC25,1528080,1529842
GPSC25,1529842,1531681
GPSC25,1531681,1533430
GPSC25,1533430,1535208
GPSC25,1535208,1537024
GPSC25,1537024,1538858
GPSC25,1538858,1540632
GPSC25,1540632,1542333
GPSC25,1542333,1544106
GPSC25,1544106,1544357
GPSC25,1544357,1546132
GPSC25,1546132,1547951
GPSC25,1547951,1549789
GPSC25,1549789,1551579
GPSC25,1551579,1553408
GPSC25,1553408,1555172
GPSC25,1555172,1557014
GPSC25,1557014,1558787
GPSC25,1558787,1560701
GPSC25,1560701,1562437
GPSC25,1562437,1564166
GPSC25,1564166,1565992
GPSC25,1565992,1567744
GPSC25,1567744,1569592
GPSC25,1569592,1571401
GPSC25,1571401,1573275
GPSC25,1573275,1574385
GPSC25,1574385,1576169
GPSC25,1576169,1577905
GPSC25,1577905,1579687
GPSC25,1579687,1581446
GPSC25,1581446,1583286
GPSC25,1583286,1585081
GPSC25,1585081,1586851
GPSC25,1586851,1588612
GPSC25,1588612,1590318
GPSC25,1590318,1592302
GPSC25,1592302,1594053
GPSC25,1594053,1596032
GPSC25,1596032,1597864
GPSC25,1597864,1599690
GPSC25,1599690,1601432
GPSC25,1601432,1603244
GPSC25,1603244,1605003
GPSC25,1605003,1606740
GPSC25,1610447,1612383
GPSC25,1612383,1614157
GPSC25,1614157,1615927
GPSC25,1615927,1617752
GPSC25,1617752,1619524
GPSC25,1619524,1621323
GPSC25,1621323,1623120
GPSC25,1623120,1624963
GPSC25,1624963,1626502
GPSC25,1626502,1628490
GPSC25,1628490,1630101
GPSC25,1630101,1631830
GPSC25,1631830,1633661
GPSC25,1633661,1635459
GPSC25,1635459,1637160
GPSC25,1637160,1638996
GPSC25,1638996,1640841
GPSC25,1640841,1642337
GPSC25,1642337,1644076
GPSC25,1644076,1645850
GPSC25,1645850,1647519
GPSC25,1647519,1649290
GPSC25,1649290,1651065
GPSC25,1651065,1652868
GPSC25,1652868,1654645
GPSC25,1654645,1656426
GPSC25,1656426,1658221
GPSC25,1658221,1660059
GPSC25,1660059,1661665
GPSC25,1661665,1663665
GPSC25,1663665,1665471
GPSC25,1665471,1667232
GPSC25,1667232,1668988
GPSC25,1668988,1670504
GPSC25,1673856,1675704
GPSC25,1675704,1675919
GPSC25,1675919,1677763
GPSC25,1680963,1682778
GPSC25,1682778,1684758
GPSC25,1684758,1686531
GPSC25,1686531,1688263
GPSC25,1688263,1690024
GPSC25,1694483,1696272
GPSC25,1696272,1698043
GPSC25,1698043,1699891
GPSC25,1699891,1701741
GPSC25,1701741,1703561
GPSC25,1703561,1705409
GPSC25,1705409,1707334
GPSC25,1707334,1709093
GPSC25,1709093,1710906
GPSC25,1710906,1712730
GPSC25,1712730,1714397
GPSC25,1714397,1716336
GPSC25,1716336,1718165
GPSC25,1718165,1718514
GPSC25,1724831,1726679
GPSC25,1726679,1728507
GPSC25,1728507,1730488
GPSC25,1730488,1731251
GPSC25,1731251,1732927
GPSC25,1732927,1734748
GPSC25,1734748,1736548
GPSC25,1736548,1738306
GPSC25,1738306,1740057
GPSC25,1740057,1741830
GPSC25,1741830,1743645
GPSC25,1743645,1745477
GPSC25,1745477,1747188
GPSC25,1747188,1748943
GPSC25,1748943,1750606
GPSC25,1750606,1752193
GPSC25,1752193,1753970
GPSC25,1753970,1755806
GPSC25,1755806,1757615
GPSC25,1757615,1759440
GPSC25,1759440,1761103
GPSC25,1761103,1762903
GPSC25,1762903,1764712
GPSC25,1764712,1766221
GPSC25,1766221,1768106
GPSC25,1772745,1772981
GPSC25,1772981,1774815
GPSC25,1774815,1776610
GPSC25,1776610,1778275
GPSC25,1778275,1780067
GPSC25,1780067,1781901
GPSC25,1781901,1783690
GPSC25,1783690,1785485
GPSC25,1785485,1787227
GPSC25,1787227,1788912
GPSC25,1788912,1790676
GPSC25,1790676,1792475
GPSC25,1792475,1794261
GPSC25,1794261,1796104
GPSC25,1796104,1797888
GPSC25,1797888,1799721
GPSC25,1799721,1801472
GPSC25,1806453,1808291
GPSC25,1808291,1810291
GPSC25,1810291,1811927
GPSC25,1811927,1813735
GPSC25,1813735,1815650
GPSC25,1815650,1816908
GPSC25,1816908,1818514
GPSC25,1818514,1820345
GPSC25,1820345,1822172
GPSC25,1822172,1823970
GPSC25,1823970,1825517
GPSC25,1825517,1827411
GPSC25,1827411,1828665
GPSC25,1828665,1829609
GPSC25,1829609,1831363
GPSC25,1834856,1836766
GPSC25,1836766,1838766
GPSC25,1838766,1838777
GPSC25,1838777,1840830
GPSC25,1840830,1842824
GPSC25,1842824,1844653
GPSC25,1844653,1844919
GPSC25,1854277,1855885
GPSC25,1855885,1857729
GPSC25,1857729,1859474
GPSC25,1859474,1861287
GPSC25,1861287,1863068
GPSC25,1863068,1864878
GPSC25,1864878,1866668
GPSC25,1866668,1868503
GPSC25,1868503,1869926
GPSC25,1869926,1871686
GPSC25,1871686,1873505
GPSC25,1873505,1875310
GPSC25,1875310,1876905
GPSC25,1876905,1878718
GPSC25,1878718,1880477
GPSC25,1880477,1882314
GPSC25,1882314,1884034
GPSC25,1884034,1885874
GPSC25,1885874,1887688
GPSC25,1887688,1889458
GPSC25,1889458,1891224
GPSC25,1891224,1892995
GPSC25,1892995,1894754
GPSC25,1894754,1896419
GPSC25,1896419,1898202
GPSC25,1898202,1899956
GPSC25,1899956,1901734
GPSC25,1901734,1903472
GPSC25,1903472,1905102
GPSC25,1905102,1906921
GPSC25,1906921,1907151
GPSC25,1907151,1909051
GPSC25,1909051,1911015
GPSC25,1911015,1912557
GPSC25,1912557,1914557
GPSC25,1914557,1914566
GPSC25,1917960,1918135
GPSC25,1920655,1922563
GPSC25,1922563,1924464
GPSC25,1924464,1926349
GPSC25,1926349,1928304
GPSC25,1928304,1929718
GPSC25,1929718,1931665
GPSC25,1931665,1933486
GPSC25,1933486,1935479
GPSC25,1935479,1937418
GPSC25,1937418,1939203
GPSC25,1939203,1940968
GPSC25,1940968,1942758
GPSC25,1942758,1944575
GPSC25,1944575,1946272
GPSC25,1946272,1948119
GPSC25,1948119,1949746
GPSC25,1949746,1951520
GPSC25,1951520,1953356
GPSC25,1953356,1954793
GPSC25,1954793,1956774
GPSC25,1956774,1958263
GPSC25,1958263,1959900
GPSC25,1959900,1961786
GPSC25,1961786,1963775
GPSC25,1963775,1965609
GPSC25,1965609,1967440
GPSC25,1967440,1969396
GPSC25,1969396,1971196
GPSC25,1971196,1972949
GPSC25,1972949,1974798
GPSC25,1974798,1976372
GPSC25,1976372,1977177
GPSC25,1977177,1978953
GPSC25,1978953,1980784
GPSC25,1980784,1982525
GPSC25,1982525,1984346
GPSC25,1984346,1986086
GPSC25,1986086,1987868
GPSC25,1987868,1989575
GPSC25,1989575,1991232
GPSC25,1991232,1992920
GPSC25,1992920,1994669
GPSC25,1994669,1996437
GPSC25,1996437,1998199
GPSC25,1998199,2000012
GPSC25,2000012,2001650
GPSC25,2001650,2003438
GPSC25,2003438,2005287
GPSC25,2005287,2007027
GPSC25,2007027,2008809
GPSC25,2008809,2010602
GPSC25,2010602,2012216
GPSC25,2012216,2013793
GPSC25,2013793,2015510
GPSC25,2015510,2016995
GPSC25,2016995,2018822
GPSC25,2018822,2020581
GPSC25,2020581,2022425
GPSC25,2022425,2024239
GPSC25,2024239,2026013
GPSC25,2026013,2027770
GPSC25,2027770,2029547
GPSC25,2029547,2031529
GPSC25,2031529,2031688
GPSC25,2050651,2052651
GPSC25,2052651,2054570
GPSC25,2054570,2056395
GPSC25,2056395,2058190
GPSC25,2058190,2059977
GPSC25,2059977,2061780
GPSC25,2065982,2067467
GPSC25,2067467,2069281
GPSC25,2069281,2071129
GPSC25,2071129,2072919
GPSC25,2072919,2074724
GPSC25,2074724,2076558
GPSC25,2076558,2078111
GPSC25,2078111,2079863
GPSC25,2079863,2081618
GPSC25,2081618,2083395
GPSC25,2083395,2085131
GPSC25,2085131,2086913
GPSC25,2086913,2088671
GPSC25,2088671,2090409
GPSC25,2090409,2092238
GPSC25,2092238,2093983
GPSC25,2093983,2095743
GPSC25,2095743,2097386
GPSC25,2097386,2099203
GPSC25,2099203,2100809
GPSC25,2103970,2105938
GPSC25,2105938,2107691
GPSC25,2107691,2109450
GPSC25,2109450,2111216
GPSC25,2111216,2112962
GPSC25,2112962,2114789
GPSC25,2114789,2116436
GPSC25,2118910,2119087
GPSC25,2126656,2128375
GPSC25,2128375,2129102
GPSC26,1737,3737
GPSC26,3737,5585
GPSC26,5585,7425
GPSC26,7425,9257
GPSC26,9257,10971
GPSC26,10971,12753
GPSC26,12753,14560
GPSC26,14560,16314
GPSC26,16314,18100
GPSC26,18100,19853
GPSC26,19853,21683
GPSC26,21683,22321
GPSC26,22321,24178
GPSC26,24178,26008
GPSC26,26008,27804
GPSC26,27804,29576
GPSC26,29576,31446
GPSC26,31446,33251
GPSC26,33251,35288
GPSC26,35288,37135
GPSC26,37135,38941
GPSC26,38941,40854
GPSC26,40854,42516
GPSC26,42516,44278
GPSC26,44278,45897
GPSC26,45897,47681
GPSC26,47681,49482
GPSC26,49482,51325
GPSC26,51325,53128
GPSC26,53128,54931
GPSC26,54931,56765
GPSC26,56765,58529
GPSC26,58529,60302
GPSC26,60302,62065
GPSC26,62065,63864
GPSC26,63864,65665
GPSC26,65665,67433
GPSC26,67433,69274
GPSC26,69274,71091
GPSC26,71091,72938
GPSC26,72938,74761
GPSC26,74761,76581
GPSC26,76581,78163
GPSC26,78163,79986
GPSC26,79986,81106
GPSC26,81106,82917
GPSC26,82917,84692
GPSC26,84692,86472
GPSC26,86472,88299
GPSC26,88299,90108
GPSC26,90108,91927
GPSC26,91927,93544
GPSC26,93544,95360
GPSC26,95360,97165
GPSC26,97165,98978
GPSC26,98978,100689
GPSC26,100689,102474
GPSC26,102474,104397
GPSC26,104397,106397
GPSC26,106397,108167
GPSC26,108167,110154
GPSC26,110154,111926
GPSC26,111926,113731
GPSC26,113731,115895
GPSC26,115895,117683
GPSC26,117683,119591
GPSC26,119591,120966
GPSC26,120966,122460
GPSC26,122460,124251
GPSC26,126585,126608
GPSC26,129813,131766
GPSC26,131766,133590
GPSC26,133590,135378
GPSC26,135378,137210
GPSC26,137210,138802
GPSC26,138802,140730
GPSC26,140730,142330
GPSC26,142330,144172
GPSC26,144172,144394
GPSC26,147730,149502
GPSC26,153016,155012
GPSC26,155012,156821
GPSC26,156821,158631
GPSC26,158631,160458
GPSC26,160458,162264
GPSC26,162264,163925
GPSC26,163925,165899
GPSC26,165899,167491
GPSC26,175897,177887
GPSC26,177887,179632
GPSC26,179632,181628
GPSC26,181628,183197
GPSC26,183197,184985
GPSC26,184985,186786
GPSC26,186786,188606
GPSC26,188606,190456
GPSC26,190456,192288
GPSC26,192288,194170
GPSC26,194170,196028
GPSC26,196028,197599
GPSC26,197599,199589
GPSC26,199589,201421
GPSC26,201421,203217
GPSC26,203217,205026
GPSC26,205026,206784
GPSC26,206784,208607
GPSC26,208607,210389
GPSC26,210389,212174
GPSC26,212174,214003
GPSC26,214003,215761
GPSC26,215761,217603
GPSC26,217603,219414
GPSC26,219414,221217
GPSC26,221217,223013
GPSC26,223013,224694
GPSC26,224694,226453
GPSC26,226453,228405
GPSC26,228405,229907
GPSC26,229907,231735
GPSC26,231735,233535
GPSC26,233535,235343
GPSC26,235343,237113
GPSC26,237113,239111
GPSC26,239111,240526
GPSC26,240526,242291
GPSC26,242291,244053
GPSC26,244053,245806
GPSC26,245806,247633
GPSC26,247633,249406
GPSC26,249406,251203
GPSC26,251203,253014
GPSC26,253014,254776
GPSC26,254776,256542
GPSC26,256542,258374
GPSC26,258374,260144
GPSC26,260144,261933
GPSC26,261933,263746
GPSC26,263746,265691
GPSC26,265691,267387
GPSC26,267387,269158
GPSC26,269158,270867
GPSC26,270867,272665
GPSC26,272665,274281
GPSC26,274281,276160
GPSC26,276160,278087
GPSC26,278087,279843
GPSC26,279843,281721
GPSC26,281721,283647
GPSC26,283647,285387
GPSC26,285387,287133
GPSC26,287133,288851
GPSC26,292200,294175
GPSC26,294175,295948
GPSC26,295948,297743
GPSC26,297743,299576
GPSC26,299576,301396
GPSC26,301396,303217
GPSC26,303217,304979
GPSC26,304979,306742
GPSC26,306742,308512
GPSC26,308512,310001
GPSC26,310001,311450
GPSC26,311450,313252
GPSC26,313252,315019
GPSC26,315019,316863
GPSC26,316863,318700
GPSC26,318700,320453
GPSC26,343072,344739
GPSC26,344739,346739
GPSC26,346739,348321
GPSC26,348321,350161
GPSC26,350161,351978
GPSC26,351978,353970
GPSC26,353970,355762
GPSC26,355762,357602
GPSC26,357602,359402
GPSC26,359402,361163
GPSC26,361163,362796
GPSC26,362796,364574
GPSC26,364574,366372
GPSC26,366372,368137
GPSC26,368137,369962
GPSC26,369962,371807
GPSC26,371807,373642
GPSC26,373642,375464
GPSC26,375464,377373
GPSC26,377373,377632
GPSC26,385062,387062
GPSC26,387062,388891
GPSC26,388891,390670
GPSC26,390670,392512
GPSC26,392512,394350
GPSC26,394350,396156
GPSC26,396156,397915
GPSC26,397915,399708
GPSC26,399708,401517
GPSC26,401517,403347
GPSC26,403347,405182
GPSC26,405182,406867
GPSC26,406867,408865
GPSC26,408865,410656
GPSC26,410656,412072
GPSC26,415639,417628
GPSC26,417628,419473
GPSC26,419473,421256
GPSC26,421256,423208
GPSC26,423208,425012
GPSC26,425012,426780
GPSC26,426780,428628
GPSC26,428628,430472
GPSC26,430472,432413
GPSC26,436023,436045
GPSC26,438710,439490
GPSC26,439490,441244
GPSC26,441244,443025
GPSC26,443025,444777
GPSC26,444777,446728
GPSC26,446728,448478
GPSC26,448478,450133
GPSC26,450133,452088
GPSC26,452088,453631
GPSC26,453631,455497
GPSC26,455497,457493
GPSC26,457493,459227
GPSC26,459227,460979
GPSC26,460979,462800
GPSC26,462800,464617
GPSC26,464617,466414
GPSC26,469469,471469
GPSC26,471469,473058
GPSC26,473058,474726
GPSC26,474726,476675
GPSC26,476675,478675
GPSC26,478675,480443
GPSC26,480443,482280
GPSC26,482280,484055
GPSC26,484055,485664
GPSC26,485664,487619
GPSC26,487619,489448
GPSC26,489448,491282
GPSC26,491282,491512
GPSC26,496307,498307
GPSC26,498307,498315
GPSC26,500689,500709
GPSC26,503283,505205
GPSC26,505205,507139
GPSC26,507139,508890
GPSC26,508890,510706
GPSC26,510706,512482
GPSC26,512482,514462
GPSC26,514462,515933
GPSC26,515933,517709
GPSC26,517709,519087
GPSC26,519087,520880
GPSC26,520880,522722
GPSC26,522722,524506
GPSC26,528709,530678
GPSC26,530678,532532
GPSC26,532532,534304
GPSC26,534304,536112
GPSC26,536112,537683
GPSC26,540578,542414
GPSC26,542414,544181
GPSC26,544181,545949
GPSC26,545949,547779
GPSC26,547779,549599
GPSC26,549599,551423
GPSC26,551423,553394
GPSC26,553394,555051
GPSC26,555051,556728
GPSC26,556728,558488
GPSC26,558488,560248
GPSC26,560248,562090
GPSC26,562090,563877
GPSC26,563877,565708
GPSC26,565708,567493
GPSC26,567493,569262
GPSC26,569262,571082
GPSC26,571082,572875
GPSC26,572875,574672
GPSC26,574672,576481
GPSC26,576481,578241
GPSC26,578241,580037
GPSC26,580037,581798
GPSC26,584437,586162
GPSC26,586162,588050
GPSC26,588050,589722
GPSC26,589722,591267
GPSC26,591267,593067
GPSC26,593067,593299
GPSC26,596688,598488
GPSC26,598488,600476
GPSC26,600476,602221
GPSC26,602221,604007
GPSC26,604007,605855
GPSC26,605855,607670
GPSC26,607670,609473
GPSC26,609473,611289
GPSC26,611289,613100
GPSC26,613100,614858
GPSC26,614858,616636
GPSC26,616636,618419
GPSC26,618419,620262
GPSC26,620262,621839
GPSC26,627485,629445
GPSC26,629445,631322
GPSC26,631322,633128
GPSC26,633128,634882
GPSC26,634882,636701
GPSC26,636701,638354
GPSC26,638354,640179
GPSC26,640179,641782
GPSC26,641782,643414
GPSC26,643414,645382
GPSC26,645382,647186
GPSC26,647186,648831
GPSC26,655318,657313
GPSC26,657313,658872
GPSC26,658872,660511
GPSC26,660511,662508
GPSC26,662508,663995
GPSC26,663995,665731
GPSC26,665731,667346
GPSC26,667346,669198
GPSC26,669198,670955
GPSC26,670955,672755
GPSC26,672755,674539
GPSC26,674539,676340
GPSC26,676340,678125
GPSC26,678125,679959
GPSC26,679959,681766
GPSC26,686939,688637
GPSC26,688637,690478
GPSC26,690478,692250
GPSC26,692250,694079
GPSC26,694079,695871
GPSC26,695871,697708
GPSC26,697708,699478
GPSC26,699478,701319
GPSC26,701319,703122
GPSC26,703122,704875
GPSC26,704875,706660
GPSC26,706660,708657
GPSC26,708657,710423
GPSC26,710423,712235
GPSC26,712235,714029
GPSC26,714029,715666
GPSC26,715666,717463
GPSC26,717463,719242
GPSC26,719242,721079
GPSC26,721079,722905
GPSC26,722905,724690
GPSC26,724690,726511
GPSC26,726511,728304
GPSC26,728304,730074
GPSC26,730074,731966
GPSC26,731966,733812
GPSC26,733812,735812
GPSC26,735812,737600
GPSC26,737600,739379
GPSC26,739379,741164
GPSC26,741164,742953
GPSC26,742953,744705
GPSC26,744705,746473
GPSC26,746473,748296
GPSC26,748296,750047
GPSC26,750047,751885
GPSC26,751885,753830
GPSC26,753830,754719
GPSC26,754719,756472
GPSC26,756472,758291
GPSC26,758291,759939
GPSC26,759939,760361
GPSC26,760361,762172
GPSC26,762172,763978
GPSC26,763978,765806
GPSC26,768775,770609
GPSC26,770609,772317
GPSC26,772317,774124
GPSC26,774124,775965
GPSC26,775965,777811
GPSC26,777811,779595
GPSC26,779595,781354
GPSC26,781354,783353
GPSC26,783353,785209
GPSC26,785209,787200
GPSC26,787200,788987
GPSC26,788987,790714
GPSC26,790714,792519
GPSC26,792519,794519
GPSC26,794519,796187
GPSC26,796187,798033
GPSC26,798033,799861
GPSC26,799861,801675
GPSC26,801675,803498
GPSC26,803498,805302
GPSC26,805302,807053
GPSC26,810438,812438
GPSC26,812438,814190
GPSC26,814190,815814
GPSC26,815814,817653
GPSC26,817653,819519
GPSC26,822461,824461
GPSC26,824461,826175
GPSC26,826175,828008
GPSC26,828008,829782
GPSC26,829782,831593
GPSC26,831593,833424
GPSC26,833424,835145
GPSC26,835145,836890
GPSC26,836890,838697
GPSC26,838697,840457
GPSC26,840457,842135
GPSC26,842135,843951
GPSC26,843951,845762
GPSC26,845762,847571
GPSC26,847571,849367
GPSC26,852397,852972
GPSC26,852972,854746
GPSC26,854746,856480
GPSC26,856480,858234
GPSC26,858234,859932
GPSC26,859932,861775
GPSC26,861775,863556
GPSC26,863556,865395
GPSC26,865395,867201
GPSC26,867201,868964
GPSC26,868964,870743
GPSC26,870743,872386
GPSC26,872386,874335
GPSC26,874335,876101
GPSC26,879510,881342
GPSC26,881342,883342
GPSC26,883342,885132
GPSC26,885132,886948
GPSC26,886948,888661
GPSC26,888661,890502
GPSC26,890502,892329
GPSC26,892329,894135
GPSC26,894135,895939
GPSC26,895939,897693
GPSC26,897693,899597
GPSC26,899597,901377
GPSC26,901377,903143
GPSC26,903143,904903
GPSC26,904903,906704
GPSC26,906704,908541
GPSC26,908541,910235
GPSC26,910235,912017
GPSC26,912017,913788
GPSC26,913788,915558
GPSC26,915558,917318
GPSC26,917318,919091
GPSC26,919091,920881
GPSC26,920881,922644
GPSC26,925219,927148
GPSC26,927148,928874
GPSC26,928874,930679
GPSC26,930679,932424
GPSC26,932424,934147
GPSC26,934147,935864
GPSC26,935864,937707
GPSC26,937707,939597
GPSC26,939597,941461
GPSC26,941461,943221
GPSC26,952963,952983
GPSC26,956191,957997
GPSC26,957997,959985
GPSC26,959985,961797
GPSC26,968400,970331
GPSC26,970331,972124
GPSC26,972124,973827
GPSC26,973827,975544
GPSC26,975544,977333
GPSC26,977333,979195
GPSC26,979195,980990
GPSC26,980990,983145
GPSC26,983145,984996
GPSC26,984996,986776
GPSC26,986776,988672
GPSC26,988672,990662
GPSC26,990662,992515
GPSC26,992515,994217
GPSC26,994217,995857
GPSC26,995857,997302
GPSC26,997302,999299
GPSC26,1002481,1004419
GPSC26,1004419,1006174
GPSC26,1006174,1007972
GPSC26,1007972,1009870
GPSC26,1009870,1011683
GPSC26,1011683,1013496
GPSC26,1018383,1018632
GPSC26,1018632,1020426
GPSC26,1020426,1021940
GPSC26,1021940,1023813
GPSC26,1023813,1025678
GPSC26,1025678,1027539
GPSC26,1030345,1032294
GPSC26,1032294,1034104
GPSC26,1034104,1035835
GPSC26,1035835,1037589
GPSC26,1041096,1043088
GPSC26,1043088,1044895
GPSC26,1044895,1046691
GPSC26,1068017,1069625
GPSC26,1069625,1071560
GPSC26,1119164,1119189
GPSC26,1126181,1126358
GPSC26,1131846,1133688
GPSC26,1133688,1135571
GPSC26,1135571,1137360
GPSC26,1137360,1139098
GPSC26,1139098,1140887
GPSC26,1140887,1142873
GPSC26,1142873,1144702
GPSC26,1144702,1146407
GPSC26,1149700,1151689
GPSC26,1151689,1153316
GPSC26,1153316,1155235
GPSC26,1155235,1156988
GPSC26,1156988,1158899
GPSC26,1158899,1160687
GPSC26,1160687,1162338
GPSC26,1162338,1164033
GPSC26,1164033,1165893
GPSC26,1165893,1167674
GPSC26,1167674,1169323
GPSC26,1169323,1171096
GPSC26,1171096,1173117
GPSC26,1173117,1175042
GPSC26,1175042,1176901
GPSC26,1176901,1178684
GPSC26,1178684,1180436
GPSC26,1180436,1182202
GPSC26,1182202,1184119
GPSC26,1184119,1185966
GPSC26,1185966,1187965
GPSC26,1187965,1189811
GPSC26,1189811,1191584
GPSC26,1191584,1193369
GPSC26,1193369,1195163
GPSC26,1195163,1196937
GPSC26,1196937,1198711
GPSC26,1198711,1200489
GPSC26,1200489,1202229
GPSC26,1202229,1203937
GPSC26,1211849,1213786
GPSC26,1213786,1215614
GPSC26,1215614,1217428
GPSC26,1217428,1219277
GPSC26,1219277,1221103
GPSC26,1221103,1222948
GPSC26,1222948,1224734
GPSC26,1224734,1226365
GPSC26,1226365,1228165
GPSC26,1228165,1229968
GPSC26,1229968,1231770
GPSC26,1231770,1233531
GPSC26,1236964,1238964
GPSC26,1238964,1240779
GPSC26,1243897,1245897
GPSC26,1245897,1247749
GPSC26,1247749,1249419
GPSC26,1249419,1251202
GPSC26,1254100,1256100
GPSC26,1256100,1257854
GPSC26,1257854,1259660
GPSC26,1259660,1261351
GPSC26,1261351,1263136
GPSC26,1263136,1264932
GPSC26,1264932,1266727
GPSC26,1266727,1268528
GPSC26,1268528,1270376
GPSC26,1270376,1272089
GPSC26,1272089,1273596
GPSC26,1273596,1275429
GPSC26,1275429,1277183
GPSC26,1277183,1278955
GPSC26,1278955,1280629
GPSC26,1285466,1287396
GPSC26,1287396,1289141
GPSC26,1289141,1290279
GPSC26,1303339,1303360
GPSC26,1307057,1309042
GPSC26,1309042,1310850
GPSC26,1310850,1312382
GPSC26,1312382,1314185
GPSC26,1314185,1316148
GPSC26,1316148,1318004
GPSC26,1318004,1319813
GPSC26,1319813,1321808
GPSC26,1321808,1323637
GPSC26,1323637,1325483
GPSC26,1325483,1327250
GPSC26,1327250,1329084
GPSC26,1329084,1330912
GPSC26,1330912,1332755
GPSC26,1332755,1334548
GPSC26,1334548,1336342
GPSC26,1336342,1338173
GPSC26,1338173,1339981
GPSC26,1339981,1341724
GPSC26,1341724,1343274
GPSC26,1343274,1345064
GPSC26,1345064,1346817
GPSC26,1346817,1348627
GPSC26,1348627,1350468
GPSC26,1350468,1352250
GPSC26,1352250,1354154
GPSC26,1354154,1355967
GPSC26,1355967,1357717
GPSC26,1357717,1359510
GPSC26,1359510,1361356
GPSC26,1361356,1363143
GPSC26,1363143,1364976
GPSC26,1364976,1366801
GPSC26,1366801,1368601
GPSC26,1368601,1370403
GPSC26,1370403,1372246
GPSC26,1372246,1374379
GPSC26,1374379,1375936
GPSC26,1375936,1377930
GPSC26,1377930,1379784
GPSC26,1379784,1381558
GPSC26,1381558,1383314
GPSC26,1383314,1385314
GPSC26,1385314,1387168
GPSC26,1387168,1388782
GPSC26,1388782,1390515
GPSC26,1390515,1392073
GPSC26,1392073,1393749
GPSC26,1393749,1395524
GPSC26,1395524,1397153
GPSC26,1401315,1403311
GPSC26,1403311,1405095
GPSC26,1405095,1406865
GPSC26,1406865,1408687
GPSC26,1408687,1410490
GPSC26,1410490,1412277
GPSC26,1412277,1414050
GPSC26,1414050,1415779
GPSC26,1415779,1417544
GPSC26,1417544,1419269
GPSC26,1419269,1421024
GPSC26,1421024,1422574
GPSC26,1422574,1424548
GPSC26,1424548,1426260
GPSC26,1426260,1428224
GPSC26,1428224,1429940
GPSC26,1429940,1431610
GPSC26,1431610,1433685
GPSC26,1433685,1433707
GPSC26,1433707,1435783
GPSC26,1435783,1436679
GPSC26,1436679,1438321
GPSC26,1438321,1440014
GPSC26,1440014,1441832
GPSC26,1441832,1443585
GPSC26,1443585,1445363
GPSC26,1445363,1447199
GPSC26,1447199,1448954
GPSC26,1448954,1450789
GPSC26,1450789,1452622
GPSC26,1452622,1454470
GPSC26,1454470,1456237
GPSC26,1456237,1458056
GPSC26,1458056,1459942
GPSC26,1459942,1461716
GPSC26,1461716,1463480
GPSC26,1463480,1465285
GPSC26,1465285,1467124
GPSC26,1467124,1468886
GPSC26,1468886,1470723
GPSC26,1470723,1472559
GPSC26,1472559,1474052
GPSC26,1474052,1475826
GPSC26,1475826,1477647
GPSC26,1477647,1479456
GPSC26,1479456,1481219
GPSC26,1481219,1483030
GPSC26,1483030,1484835
GPSC26,1484835,1486635
GPSC26,1486635,1488429
GPSC26,1498621,1500593
GPSC26,1500593,1502433
GPSC26,1502433,1504245
GPSC26,1504245,1506065
GPSC26,1506065,1507820
GPSC26,1507820,1509582
GPSC26,1509582,1511421
