sample_name,tax_id,genus_name,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
Yale-SP00058,4565,Triticum,Triticum aestivum,,4,0.7561,,0,0,
Yale-SP00058,76775,Malassezia,Malassezia restricta,,14,2.6465,,12,2.2684,
Yale-SP00058,1419814,Streptococcus,Streptococcus sp. VT 162,,0,0,,9,1.7013,
Yale-SP00058,1307,Streptococcus,Streptococcus suis,,2,0.3781,,136669,25835.5,
Yale-SP00058,28132,Prevotella,Prevotella melaninogenica,,2,0.3781,,2,0.3781,
Yale-SP00058,2819619,Streptococcus,Streptococcus toyakuensis,,2,0.3781,,0,0,
Yale-SP00058,2839983,Cupriavidus,Cupriavidus sp. EM10,,6,1.1342,,0,0,
Yale-SP00058,1343,Streptococcus,Streptococcus vestibularis,,0,0,,4,0.7561,
Yale-SP00058,4932,Saccharomyces,Saccharomyces cerevisiae,,10,1.8904,,4,0.7561,
Yale-SP00058,155900,,uncultured organism,,8,1.5123,,0,0,
Yale-SP00058,1304,Streptococcus,Streptococcus salivarius,,0,0,,11,2.0794,
Yale-SP00058,1747,Cutibacterium,Cutibacterium acnes,,118,22.3063,,78,14.7449,
Yale-SP00058,43675,Rothia,Rothia mucilaginosa,,6,1.1342,,0,0,
Yale-SP00058,1305,Streptococcus,Streptococcus sanguinis,,8,1.5123,,8,1.5123,
Yale-SP00058,2832643,,Caudoviricetes sp.,,6,1.1342,,51,9.6409,
Yale-SP00058,712122,Actinomyces,Actinomyces sp. oral taxon 414,,8,1.5123,,5,0.9452,
Yale-SP00058,1282,Staphylococcus,Staphylococcus epidermidis,,8,1.5123,,8,1.5123,
Yale-SP00058,1292,Staphylococcus,Staphylococcus warneri,,12,2.2684,,9,1.7013,
Yale-SP00058,729,Haemophilus,Haemophilus parainfluenzae,,4,0.7561,,1,0.189,
Yale-SP00058,257758,Streptococcus,Streptococcus pseudopneumoniae,,4,0.7561,,40,7.5615,
Yale-SP00058,287,Pseudomonas,Pseudomonas aeruginosa,,12,2.2684,,58,10.9641,
Yale-SP00058,4522,Lolium,Lolium perenne,,0,0,,4,0.7561,
Yale-SP00058,1318,Streptococcus,Streptococcus parasanguinis,,0,0,,11,2.0794,
Yale-SP00058,4498,Avena,Avena sativa,,8,1.5123,,0,0,
Yale-SP00058,1303,Streptococcus,Streptococcus oralis,,1,0.189,,40,7.5615,
Yale-SP00058,77133,,uncultured bacterium,,4,0.7561,,0,0,
Yale-SP00058,4513,Hordeum,Hordeum vulgare,,0,0,,2,0.3781,
Yale-SP00058,3032262,,Pseudomonas phage ZRG1,,24,4.5369,,0,0,
Yale-SP00058,28037,Streptococcus,Streptococcus mitis,,119,22.4954,,4476,846.129,
Yale-SP00058,273384,Brevibacterium,Brevibacterium aurantiacum,,32,6.0492,,22,4.1588,
Yale-SP00058,3019553,Roseateles,Paucibacter sp. S2-9,,1,0.189,,0,0,
Yale-SP00058,2598453,Streptococcus,Streptococcus sp. 116-D4,,6,1.1342,,0,0,
Yale-SP00058,1308,Streptococcus,Streptococcus thermophilus,,10,1.8904,,1,0.189,
Yale-SP00058,38304,Corynebacterium,Corynebacterium tuberculostearicum,,6,1.1342,,2,0.3781,
Yale-SP00058,1433513,Streptococcus,Streptococcus gwangjuense,,0,0,,1,0.189,
Yale-SP00058,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,1,0.189,,0,0,
Yale-CS00036,1308,Streptococcus,Streptococcus thermophilus,,1,0.1616,,36,5.8166,
Yale-CS00036,113107,Streptococcus,Streptococcus australis,,50,8.0785,,4,0.6463,
Yale-CS00036,712623,Streptococcus,Streptococcus sp. oral taxon 061,,42,6.786,,2,0.3231,
Yale-CS00036,1313,Streptococcus,Streptococcus pneumoniae,,5535003,894295,,4252425,687068,
Yale-CS00036,1419814,Streptococcus,Streptococcus sp. VT 162,,1945,314.255,,197,31.8295,
Yale-CS00036,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,374,60.4275,
Yale-CS00036,1305,Streptococcus,Streptococcus sanguinis,,0,0,,18,2.9083,
Yale-CS00036,2832643,,Caudoviricetes sp.,,0,0,,43,6.9476,
Yale-CS00036,102684,Streptococcus,Streptococcus infantarius,,0,0,,16328,2638.13,
Yale-CS00036,1304,Streptococcus,Streptococcus salivarius,,0,0,,217,35.0609,
Yale-CS00036,722659,Cabera,Cabera pusaria,,4,0.6463,,0,0,
Yale-CS00036,1156431,Streptococcus,Streptococcus ilei,,7,1.131,,0,0,
Yale-CS00036,1523415,Sphingomonas,Sphingomonas sp. AAP5,,2,0.3231,,0,0,
Yale-CS00036,1747,Cutibacterium,Cutibacterium acnes,,2,0.3231,,2,0.3231,
Yale-CS00036,2819619,Streptococcus,Streptococcus toyakuensis,,244,39.4233,,86,13.8951,
Yale-CS00036,257758,Streptococcus,Streptococcus pseudopneumoniae,,4214,680.859,,42761,6908.93,
Yale-CS00036,2576376,Streptococcus,Streptococcus sp. 1643,,190,30.6985,,0,0,
Yale-CS00036,1902136,Streptococcus,Streptococcus sp. NPS 308,,13,2.1004,,1,0.1616,
Yale-CS00036,1303,Streptococcus,Streptococcus oralis,,6585,1063.94,,55046,8893.83,
Yale-CS00036,1307,Streptococcus,Streptococcus suis,,29,4.6856,,3972,641.759,
Yale-CS00036,712624,Streptococcus,Streptococcus sp. oral taxon 064,,46,7.4323,,1,0.1616,
Yale-CS00036,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,33,5.3318,,0,0,
Yale-CS00036,1318,Streptococcus,Streptococcus parasanguinis,,0,0,,58045,9378.38,
Yale-CS00036,87883,Burkholderia,Burkholderia multivorans,,0,0,,2,0.3231,
Yale-CS00036,1433513,Streptococcus,Streptococcus gwangjuense,,2386,385.508,,830,134.104,
Yale-CS00036,77133,,uncultured bacterium,,7021,1134.39,,0,0,
Yale-CS00036,155900,,uncultured organism,,129,20.8426,,0,0,
Yale-CS00036,2598453,Streptococcus,Streptococcus sp. 116-D4,,2434,393.263,,3567,576.323,
Yale-CS00036,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,4,0.6463,,0,0,
Yale-CS00036,1343,Streptococcus,Streptococcus vestibularis,,1,0.1616,,0,0,
Yale-CS00036,712633,Streptococcus,Streptococcus sp. oral taxon 431,,3315,535.607,,6,0.9694,
Yale-CS00036,28037,Streptococcus,Streptococcus mitis,,37746,6098.65,,50278,8123.46,
Yale-CS00185,1143063,Lochmaea,Lochmaea crataegi,,11,0.5854,,0,0,
Yale-CS00185,722659,Cabera,Cabera pusaria,,157,8.3553,,0,0,
Yale-CS00185,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,2,0.1064,,0,0,
Yale-CS00185,1747,Cutibacterium,Cutibacterium acnes,,252,13.4111,,153,8.1425,
Yale-CS00185,32002,Achromobacter,Achromobacter denitrificans,,52,2.7674,,7,0.3725,
Yale-CS00185,77133,,uncultured bacterium,,106,5.6412,,0,0,
Yale-CS00185,1307,Streptococcus,Streptococcus suis,,5,0.2661,,0,0,
Yale-CS00185,1313,Streptococcus,Streptococcus pneumoniae,,509572,27118.8,,12,0.6386,
Yale-CS00185,3019553,Roseateles,Paucibacter sp. S2-9,,1,0.0532,,0,0,
Yale-CS00185,29394,Dolosigranulum,Dolosigranulum pigrum,,962,51.1964,,82,4.3639,
Yale-CS00185,44008,Enterococcus,Enterococcus cecorum,,2,0.1064,,0,0,
Yale-CS00185,85698,Achromobacter,Achromobacter xylosoxidans,,133,7.0781,,53,2.8206,
Yale-CS00185,1353891,Achromobacter,Achromobacter deleyi,,65,3.4592,,3,0.1597,
Yale-CS00185,1433513,Streptococcus,Streptococcus gwangjuense,,2,0.1064,,0,0,
Yale-CS00185,2832643,,Caudoviricetes sp.,,9,0.479,,5,0.2661,
Yale-CS00185,47878,Pseudomonas,Pseudomonas azotoformans,,93,4.9493,,5,0.2661,
Yale-CS00185,287,Pseudomonas,Pseudomonas aeruginosa,,12,0.6386,,11,0.5854,
Yale-CS00185,1303,Streptococcus,Streptococcus oralis,,1,0.0532,,4,0.2129,
Yale-CS00185,1353889,Achromobacter,Achromobacter pestifer,,26,1.3837,,16,0.8515,
Yale-CS00185,87883,Burkholderia,Burkholderia multivorans,,0,0,,1,0.0532,
Yale-CS00185,2576376,Streptococcus,Streptococcus sp. 1643,,1,0.0532,,0,0,
Yale-CS00185,2997354,Sphingomonas,Sphingomonas sp. So64.6b,,1,0.0532,,0,0,
Yale-CS00185,38284,Corynebacterium,Corynebacterium accolens,,86,4.5768,,57,3.0335,
Yale-CS00185,1759399,Streptococcus,Streptococcus sp. A12,,1,0.0532,,0,0,
Yale-CS00185,1308,Streptococcus,Streptococcus thermophilus,,7,0.3725,,0,0,
Yale-CS00185,1304,Streptococcus,Streptococcus salivarius,,1,0.0532,,4,0.2129,
Yale-CS00185,28037,Streptococcus,Streptococcus mitis,,2,0.1064,,4,0.2129,
Yale-CS00185,43990,Corynebacterium,Corynebacterium segmentosum,,22,1.1708,,0,0,
Yale-CS00185,2775394,Alteribacillus,Alteribacillus sp. HJP-4,,2,0.1064,,0,0,
Yale-CS00185,7038,Bemisia,Bemisia tabaci,,2,0.1064,,0,0,
Yale-CS00185,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,18,0.9579,,15,0.7983,
Yale-CS00185,1560345,Sphingomonas,Sphingomonas panacis,,4,0.2129,,0,0,
Yale-CS00185,2839983,Cupriavidus,Cupriavidus sp. EM10,,1,0.0532,,0,0,
Yale-CS00185,38304,Corynebacterium,Corynebacterium tuberculostearicum,,2,0.1064,,2,0.1064,
Yale-CS00185,2282475,Achromobacter,Achromobacter sp. B7,,58,3.0867,,11,0.5854,
Yale-CS00185,748215,Sesia,Sesia apiformis,,13,0.6918,,0,0,
Yale-CS00185,712623,Streptococcus,Streptococcus sp. oral taxon 061,,2,0.1064,,0,0,
Yale-CS00185,217203,Achromobacter,Achromobacter spanius,,115,6.1202,,13,0.6918,
Yale-CS00185,1523415,Sphingomonas,Sphingomonas sp. AAP5,,5,0.2661,,0,0,
Yale-CS00185,1419814,Streptococcus,Streptococcus sp. VT 162,,4940,262.901,,0,0,
Yale-CS00185,43675,Rothia,Rothia mucilaginosa,,2,0.1064,,2,0.1064,
Yale-CS00185,76775,Malassezia,Malassezia restricta,,8,0.4258,,7,0.3725,
Yale-CS00192,722659,Cabera,Cabera pusaria,,3756,917.357,,0,0,
Yale-CS00192,1523415,Sphingomonas,Sphingomonas sp. AAP5,,6078,1484.48,,70,17.0966,
Yale-CS00192,1419814,Streptococcus,Streptococcus sp. VT 162,,39105,9550.92,,0,0,
Yale-CS00192,1325120,Bradyrhizobium,Bradyrhizobium sp. CCBAU 53421,,117,28.5758,,0,0,
Yale-CS00192,2819619,Streptococcus,Streptococcus toyakuensis,,10,2.4424,,0,0,
Yale-CS00192,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,2,0.4885,,2,0.4885,
Yale-CS00192,287,Pseudomonas,Pseudomonas aeruginosa,,7,1.7097,,6,1.4654,
Yale-CS00192,1747,Cutibacterium,Cutibacterium acnes,,378,92.3219,,368,89.8795,
Yale-CS00192,47878,Pseudomonas,Pseudomonas azotoformans,,12,2.9309,,0,0,
Yale-CS00192,77133,,uncultured bacterium,,779,190.261,,1,0.2442,
Yale-CS00192,1197460,Bradyrhizobium,Bradyrhizobium sp. 6(2017),,185,45.184,,0,0,
Yale-CS00192,2057741,Bradyrhizobium,Bradyrhizobium sp. SK17,,4,0.977,,7,1.7097,
Yale-CS00192,2832643,,Caudoviricetes sp.,,6,1.4654,,12,2.9309,
Yale-CS00192,1303,Streptococcus,Streptococcus oralis,,1,0.2442,,0,0,
Yale-CS00192,391953,Aquincola,Aquincola tertiaricarbonis,,2,0.4885,,1,0.2442,
Yale-CS00192,1282,Staphylococcus,Staphylococcus epidermidis,,0,0,,666,162.662,
Yale-CS00192,155900,,uncultured organism,,2,0.4885,,0,0,
Yale-CS00192,28037,Streptococcus,Streptococcus mitis,,17,4.152,,2,0.4885,
Yale-CS00192,44008,Enterococcus,Enterococcus cecorum,,673,164.372,,0,0,
Yale-CS00192,549002,,halophilic and alkaliphilic bacterium HN24,,4,0.977,,0,0,
Yale-CS00192,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,506,123.584,,0,0,
Yale-CS00192,1313,Streptococcus,Streptococcus pneumoniae,,2366944,578097,,17,4.152,
Yale-CS00192,1143063,Lochmaea,Lochmaea crataegi,,124,30.2855,,0,0,
Yale-CS00192,1307,Streptococcus,Streptococcus suis,,41,10.0138,,0,0,
Yale-CS00192,1268848,,bacterium enrichment culture clone PCE10_F10,,2020,493.36,,0,0,
Yale-CS00192,2839983,Cupriavidus,Cupriavidus sp. EM10,,1,0.2442,,0,0,
Yale-CS00192,2997354,Sphingomonas,Sphingomonas sp. So64.6b,,1433,349.993,,2,0.4885,
Yale-CS00192,1308,Streptococcus,Streptococcus thermophilus,,2,0.4885,,0,0,
Yale-CS00192,748215,Sesia,Sesia apiformis,,457,111.617,,0,0,
Yale-CS00192,4565,Triticum,Triticum aestivum,,8,1.9539,,0,0,
Yale-CS00192,2789327,Sphingobium,Sphingobium sp. Cam5-1,,2454,599.36,,81,19.7833,
Yale-CS00192,38284,Corynebacterium,Corynebacterium accolens,,4,0.977,,0,0,
Yale-CS00192,158754,Sphingomonas,uncultured Sphingomonas sp.,,6,1.4654,,39,9.5253,
Yale-CS00192,7038,Bemisia,Bemisia tabaci,,80,19.539,,0,0,
Yale-CS00192,31201,Spisula,Spisula solida,,72,17.5851,,0,0,
Yale-CS00192,1353891,Achromobacter,Achromobacter deleyi,,3,0.7327,,0,0,
Yale-CS00192,1517551,Sphingomonas,Sphingomonas sp. HMP6,,4203,1026.53,,634,154.847,
Yale-CS00192,1355,Enterococcus,Enterococcus columbae,,4773,1165.75,,0,0,
Yale-CS00192,257758,Streptococcus,Streptococcus pseudopneumoniae,,3,0.7327,,0,0,
Yale-CS00192,1560345,Sphingomonas,Sphingomonas panacis,,1244,303.832,,314,76.6907,
Yale-CS00192,3019553,Roseateles,Paucibacter sp. S2-9,,2,0.4885,,1,0.2442,
Yale-CS00192,87883,Burkholderia,Burkholderia multivorans,,3,0.7327,,0,0,
Yale-CS00192,2070761,Roseateles,Paucibacter aquatile,,14,3.4193,,0,0,
Yale-CS00192,32002,Achromobacter,Achromobacter denitrificans,,4,0.977,,0,0,
Yale-CS00192,43675,Rothia,Rothia mucilaginosa,,6,1.4654,,2,0.4885,
Yale-CS00192,85698,Achromobacter,Achromobacter xylosoxidans,,0,0,,1,0.2442,
Yale-CS00192,2598453,Streptococcus,Streptococcus sp. 116-D4,,3,0.7327,,0,0,
Yale-CS00171,2775394,Alteribacillus,Alteribacillus sp. HJP-4,,59,11.3396,,0,0,
Yale-CS00171,1523415,Sphingomonas,Sphingomonas sp. AAP5,,552,106.092,,7,1.3454,
Yale-CS00171,46124,Granulicatella,Granulicatella adiacens,,3,0.5766,,0,0,
Yale-CS00171,77133,,uncultured bacterium,,15221,2925.42,,76,14.6069,
Yale-CS00171,87883,Burkholderia,Burkholderia multivorans,,1982,380.934,,1393,267.73,
Yale-CS00171,1353889,Achromobacter,Achromobacter pestifer,,690,132.616,,807,155.103,
Yale-CS00171,1517551,Sphingomonas,Sphingomonas sp. HMP6,,529,101.672,,16,3.0751,
Yale-CS00171,2610896,Streptococcus,Streptococcus sp. LPB0220,,1,0.1922,,0,0,
Yale-CS00171,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,176,33.8266,,0,0,
Yale-CS00171,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,551,105.9,,258,49.5867,
Yale-CS00171,748215,Sesia,Sesia apiformis,,229,44.013,,0,0,
Yale-CS00171,1902136,Streptococcus,Streptococcus sp. NPS 308,,8,1.5376,,0,0,
Yale-CS00171,198620,Pseudomonas,Pseudomonas koreensis,,1,0.1922,,0,0,
Yale-CS00171,1313,Streptococcus,Streptococcus pneumoniae,,3222245,619304,,1697,326.158,
Yale-CS00171,28132,Prevotella,Prevotella melaninogenica,,2,0.3844,,0,0,
Yale-CS00171,1282,Staphylococcus,Staphylococcus epidermidis,,18324,3521.81,,41,7.8801,
Yale-CS00171,1318,Streptococcus,Streptococcus parasanguinis,,97,18.6431,,117,22.487,
Yale-CS00171,39777,Veillonella,Veillonella atypica,,2,0.3844,,2,0.3844,
Yale-CS00171,76775,Malassezia,Malassezia restricta,,234,44.974,,214,41.1301,
Yale-CS00171,113107,Streptococcus,Streptococcus australis,,24,4.6127,,5,0.961,
Yale-CS00171,712633,Streptococcus,Streptococcus sp. oral taxon 431,,7,1.3454,,1,0.1922,
Yale-CS00171,1177574,Prevotella,Prevotella jejuni,,0,0,,2,0.3844,
Yale-CS00171,1303,Streptococcus,Streptococcus oralis,,343,65.9234,,243,46.7038,
Yale-CS00171,2598453,Streptococcus,Streptococcus sp. 116-D4,,71,13.646,,2,0.3844,
Yale-CS00171,2047,Rothia,Rothia dentocariosa,,78,14.9913,,45,8.6488,
Yale-CS00171,31201,Spisula,Spisula solida,,40,7.6879,,0,0,
Yale-CS00171,712623,Streptococcus,Streptococcus sp. oral taxon 061,,1,0.1922,,2,0.3844,
Yale-CS00171,32002,Achromobacter,Achromobacter denitrificans,,712,136.844,,68,13.0694,
Yale-CS00171,1197460,Bradyrhizobium,Bradyrhizobium sp. 6(2017),,6,1.1532,,0,0,
Yale-CS00171,2057741,Bradyrhizobium,Bradyrhizobium sp. SK17,,52,9.9942,,0,0,
Yale-CS00171,4565,Triticum,Triticum aestivum,,4,0.7688,,0,0,
Yale-CS00171,38284,Corynebacterium,Corynebacterium accolens,,3974,763.789,,3465,665.961,
Yale-CS00171,2382163,Streptococcus,Streptococcus koreensis,,1,0.1922,,1,0.1922,
Yale-CS00171,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,10,1.922,,0,0,
Yale-CS00171,488,Neisseria,Neisseria mucosa,,23,4.4205,,0,0,
Yale-CS00171,217203,Achromobacter,Achromobacter spanius,,6139,1179.89,,291,55.9292,
Yale-CS00171,287,Pseudomonas,Pseudomonas aeruginosa,,83,15.9523,,74,14.2225,
Yale-CS00171,1747,Cutibacterium,Cutibacterium acnes,,5692,1093.98,,5757,1106.48,
Yale-CS00171,28037,Streptococcus,Streptococcus mitis,,11701,2248.89,,1104,212.185,
Yale-CS00171,44008,Enterococcus,Enterococcus cecorum,,6353,1221.02,,20,3.8439,
Yale-CS00171,2789327,Sphingobium,Sphingobium sp. Cam5-1,,4,0.7688,,0,0,
Yale-CS00171,2819619,Streptococcus,Streptococcus toyakuensis,,89,17.1055,,0,0,
Yale-CS00171,28449,Neisseria,Neisseria subflava,,9,1.7298,,8,1.5376,
Yale-CS00171,1268848,,bacterium enrichment culture clone PCE10_F10,,2,0.3844,,0,0,
Yale-CS00171,1143063,Lochmaea,Lochmaea crataegi,,52,9.9942,,0,0,
Yale-CS00171,2282475,Achromobacter,Achromobacter sp. B7,,4732,909.474,,14,2.6908,
Yale-CS00171,729,Haemophilus,Haemophilus parainfluenzae,,4,0.7688,,4,0.7688,
Yale-CS00171,38304,Corynebacterium,Corynebacterium tuberculostearicum,,367,70.5361,,211,40.5535,
Yale-CS00171,3019553,Roseateles,Paucibacter sp. S2-9,,1,0.1922,,0,0,
Yale-CS00171,47878,Pseudomonas,Pseudomonas azotoformans,,2087,401.114,,357,68.6142,
Yale-CS00171,78535,Streptococcus,Streptococcus viridans,,6,1.1532,,0,0,
Yale-CS00171,1308,Streptococcus,Streptococcus thermophilus,,5,0.961,,0,0,
Yale-CS00171,2576376,Streptococcus,Streptococcus sp. 1643,,7,1.3454,,0,0,
Yale-CS00171,1304,Streptococcus,Streptococcus salivarius,,31,5.9581,,15,2.883,
Yale-CS00171,4513,Hordeum,Hordeum vulgare,,0,0,,2,0.3844,
Yale-CS00171,7038,Bemisia,Bemisia tabaci,,78,14.9913,,0,0,
Yale-CS00171,85698,Achromobacter,Achromobacter xylosoxidans,,4560,876.416,,1424,273.688,
Yale-CS00171,1156431,Streptococcus,Streptococcus ilei,,8,1.5376,,0,0,
Yale-CS00171,1325120,Bradyrhizobium,Bradyrhizobium sp. CCBAU 53421,,3,0.5766,,0,0,
Yale-CS00171,1433513,Streptococcus,Streptococcus gwangjuense,,115,22.1026,,0,0,
Yale-CS00171,1595580,Pseudomonas,Pseudomonas sp. SRP2822,,2,0.3844,,0,0,
Yale-CS00171,1660,Schaalia,Schaalia odontolytica,,1321,253.892,,28,5.3815,
Yale-CS00171,1307,Streptococcus,Streptococcus suis,,3,0.5766,,15,2.883,
Yale-CS00171,257758,Streptococcus,Streptococcus pseudopneumoniae,,97,18.6431,,40,7.6879,
Yale-CS00171,549002,,halophilic and alkaliphilic bacterium HN24,,176,33.8266,,0,0,
Yale-CS00171,1560345,Sphingomonas,Sphingomonas panacis,,55,10.5708,,0,0,
Yale-CS00171,712624,Streptococcus,Streptococcus sp. oral taxon 064,,21,4.0361,,0,0,
Yale-CS00171,722659,Cabera,Cabera pusaria,,3103,596.386,,0,0,
Yale-CS00171,1353891,Achromobacter,Achromobacter deleyi,,891,171.247,,61,11.724,
Yale-CS00171,2832643,,Caudoviricetes sp.,,85,16.3367,,113,21.7182,
Yale-CS00171,2997354,Sphingomonas,Sphingomonas sp. So64.6b,,103,19.7962,,0,0,
Yale-CS00171,1305,Streptococcus,Streptococcus sanguinis,,87,16.7211,,34,6.5347,
Yale-CS00171,1343,Streptococcus,Streptococcus vestibularis,,0,0,,9,1.7298,
Yale-CS00171,43990,Corynebacterium,Corynebacterium segmentosum,,6262,1203.53,,78,14.9913,
Yale-CS00171,1419814,Streptococcus,Streptococcus sp. VT 162,,30901,5939.07,,0,0,
Yale-CS00171,43675,Rothia,Rothia mucilaginosa,,362,69.5751,,164,31.5202,
Yale-CS00171,155900,,uncultured organism,,43,8.2645,,1,0.1922,
Yale-CS00171,158754,Sphingomonas,uncultured Sphingomonas sp.,,120,23.0636,,11,2.1142,
Yale-CS00171,1759399,Streptococcus,Streptococcus sp. A12,,21,4.0361,,0,0,
Yale-CS00171,1979527,Corynebacterium,Corynebacterium kefirresidentii,,654,125.697,,468,89.948,
Yale-CS00174,712623,Streptococcus,Streptococcus sp. oral taxon 061,,128,26.7674,,1,0.2091,
Yale-CS00174,1307,Streptococcus,Streptococcus suis,,19,3.9733,,25946,5425.84,
Yale-CS00174,87883,Burkholderia,Burkholderia multivorans,,0,0,,8,1.673,
Yale-CS00174,1759399,Streptococcus,Streptococcus sp. A12,,0,0,,4,0.8365,
Yale-CS00174,2832643,,Caudoviricetes sp.,,11,2.3003,,84,17.5661,
Yale-CS00174,2598453,Streptococcus,Streptococcus sp. 116-D4,,2428,507.745,,3778,790.057,
Yale-CS00174,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,1238,258.891,
Yale-CS00174,155900,,uncultured organism,,2,0.4182,,0,0,
Yale-CS00174,1419814,Streptococcus,Streptococcus sp. VT 162,,245,51.2345,,22,4.6007,
Yale-CS00174,2576376,Streptococcus,Streptococcus sp. 1643,,1338,279.803,,895,187.163,
Yale-CS00174,77133,,uncultured bacterium,,317,66.2912,,0,0,
Yale-CS00174,729,Haemophilus,Haemophilus parainfluenzae,,0,0,,1,0.2091,
Yale-CS00174,1304,Streptococcus,Streptococcus salivarius,,1,0.2091,,30,6.2736,
Yale-CS00174,712633,Streptococcus,Streptococcus sp. oral taxon 431,,1172,245.089,,297,62.1088,
Yale-CS00174,1303,Streptococcus,Streptococcus oralis,,6175,1291.32,,16690,3490.22,
Yale-CS00174,1902136,Streptococcus,Streptococcus sp. NPS 308,,59,12.3381,,15,3.1368,
Yale-CS00174,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,46,9.6195,,7,1.4638,
Yale-CS00174,113107,Streptococcus,Streptococcus australis,,191,39.942,,38,7.9466,
Yale-CS00174,28037,Streptococcus,Streptococcus mitis,,43428,9081.68,,62441,13057.7,
Yale-CS00174,2382163,Streptococcus,Streptococcus koreensis,,0,0,,6,1.2547,
Yale-CS00174,712624,Streptococcus,Streptococcus sp. oral taxon 064,,138,28.8586,,30,6.2736,
Yale-CS00174,1433513,Streptococcus,Streptococcus gwangjuense,,3331,696.58,,2258,472.194,
Yale-CS00174,2819619,Streptococcus,Streptococcus toyakuensis,,1036,216.649,,37,7.7375,
Yale-CS00174,1343,Streptococcus,Streptococcus vestibularis,,2,0.4182,,10,2.0912,
Yale-CS00174,102684,Streptococcus,Streptococcus infantarius,,0,0,,18754,3921.85,
Yale-CS00174,1156431,Streptococcus,Streptococcus ilei,,4,0.8365,,12,2.5095,
Yale-CS00174,1313,Streptococcus,Streptococcus pneumoniae,,4240526,886781,,3786486,791832,
Yale-CS00174,1318,Streptococcus,Streptococcus parasanguinis,,2,0.4182,,374,78.2111,
Yale-CS00174,44008,Enterococcus,Enterococcus cecorum,,0,0,,7,1.4638,
Yale-CS00174,257758,Streptococcus,Streptococcus pseudopneumoniae,,30876,6456.8,,96020,20079.8,
Yale-CS00174,4932,Saccharomyces,Saccharomyces cerevisiae,,9,1.8821,,5,1.0456,
Yale-CS00174,1305,Streptococcus,Streptococcus sanguinis,,0,0,,177,37.0143,
Yale-CS00174,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,2,0.4182,
Yale-CS00174,1308,Streptococcus,Streptococcus thermophilus,,1,0.2091,,579,121.081,
Yale-CS00174,78535,Streptococcus,Streptococcus viridans,,0,0,,2,0.4182,
Yale-CS00183,2282475,Achromobacter,Achromobacter sp. B7,,166,8.5467,,7,0.3604,
Yale-CS00183,2819619,Streptococcus,Streptococcus toyakuensis,,4,0.2059,,0,0,
Yale-CS00183,4565,Triticum,Triticum aestivum,,1,0.0515,,0,0,
Yale-CS00183,3019553,Roseateles,Paucibacter sp. S2-9,,2,0.103,,0,0,
Yale-CS00183,1282,Staphylococcus,Staphylococcus epidermidis,,0,0,,1,0.0515,
Yale-CS00183,1517551,Sphingomonas,Sphingomonas sp. HMP6,,14,0.7208,,1,0.0515,
Yale-CS00183,1979527,Corynebacterium,Corynebacterium kefirresidentii,,56,2.8832,,33,1.6991,
Yale-CS00183,1313,Streptococcus,Streptococcus pneumoniae,,507670,26138.1,,28,1.4416,
Yale-CS00183,722659,Cabera,Cabera pusaria,,531,27.3393,,0,0,
Yale-CS00183,1353891,Achromobacter,Achromobacter deleyi,,156,8.0319,,6,0.3089,
Yale-CS00183,2775394,Alteribacillus,Alteribacillus sp. HJP-4,,35,1.802,,0,0,
Yale-CS00183,1308,Streptococcus,Streptococcus thermophilus,,21,1.0812,,0,0,
Yale-CS00183,1747,Cutibacterium,Cutibacterium acnes,,904,46.5437,,578,29.7591,
Yale-CS00183,32002,Achromobacter,Achromobacter denitrificans,,111,5.715,,19,0.9782,
Yale-CS00183,47878,Pseudomonas,Pseudomonas azotoformans,,275,14.1588,,39,2.008,
Yale-CS00183,712624,Streptococcus,Streptococcus sp. oral taxon 064,,1,0.0515,,0,0,
Yale-CS00183,155900,,uncultured organism,,2,0.103,,0,0,
Yale-CS00183,1419814,Streptococcus,Streptococcus sp. VT 162,,8650,445.357,,0,0,
Yale-CS00183,87883,Burkholderia,Burkholderia multivorans,,260,13.3865,,193,9.9369,
Yale-CS00183,28037,Streptococcus,Streptococcus mitis,,14,0.7208,,2,0.103,
Yale-CS00183,1355,Enterococcus,Enterococcus columbae,,0,0,,3,0.1545,
Yale-CS00183,85698,Achromobacter,Achromobacter xylosoxidans,,439,22.6025,,146,7.517,
Yale-CS00183,7038,Bemisia,Bemisia tabaci,,7,0.3604,,0,0,
Yale-CS00183,38304,Corynebacterium,Corynebacterium tuberculostearicum,,54,2.7803,,16,0.8238,
