Sequence,Start,End,Primer Type
SRR1173445,2085764,2087551,1
SRR1173445,2087551,2087952,1
SRR1173445,2087952,2089692,1
SRR1173445,2089692,2090682,1
SRR1173445,2090682,2092221,1
SRR1173445,2092221,2093829,1
SRR1173445,2093829,2095574,1
SRR1173445,2095574,2097301,1
SRR1173445,2097301,2099152,1
SRR1173445,2099152,2100857,1
SRR1173445,2100857,2102585,1
SRR1173445,2102585,2104152,1
SRR1173445,2104152,2105834,1
SRR1173445,2105834,2107681,1
SRR1173445,2107681,2109218,1
SRR1173445,2109218,2111098,1
SRR1173445,2111098,2112736,1
SRR1173445,2112736,2114563,1
SRR1173445,2114563,2116171,1
SRR1173445,2116171,2117990,1
SRR1173445,2117990,2119333,1
SRR1173445,2119333,2121120,1
SRR1173445,2121120,2122907,1
SRR1173445,2122907,2124604,1
SRR1173445,2124604,2126472,1
SRR1173445,2126472,2128276,1
SRR1173445,2128276,2130109,1
SRR1173445,2130109,2131724,1
SRR1173445,2131724,2133425,1
SRR1173445,2133425,2135156,1
SRR1173445,2135156,2136881,1
SRR1173445,2136881,2138567,1
SRR1173445,2138567,2140389,1
SRR1173445,2140389,2142171,1
SRR1173445,2142171,2143896,1
SRR1173445,2143896,2145827,1
SRR1173445,2145827,2147628,1
SRR1173445,2147628,2149309,1
SRR1173445,2149309,2151038,1
SRR1173445,2151038,2152678,1
SRR1173445,2152678,2154515,1
SRR1173445,2154515,2156202,1
SRR1173445,2156202,2157905,1
SRR1173445,2157905,2159448,1
SRR1173445,2159448,2160944,1
SRR1173445,2170677,2172139,1
SRR1173445,2172139,2173900,1
SRR1173445,2173900,2175598,1
SRR1173445,2175598,2177224,1
SRR1173445,2177224,2178993,1
SRR1173445,2178993,2180588,1
SRR1173445,2180588,2182255,1
SRR1173445,2182255,2184016,1
SRR1173445,2184016,2185749,1
SRR1173445,2185749,2187252,1
SRR1173445,2187252,2189014,1
SRR1173445,2189014,2190800,1
SRR1173445,2190800,2192435,1
SRR1173445,2192435,2193996,1
SRR1173445,2193996,2195634,1
SRR1173445,2195634,2197412,1
SRR1173445,2197412,2199285,1
SRR1173445,2199285,2200979,1
SRR1173445,2200979,2202802,1
SRR1173445,2202802,2204106,1
SRR1173445,2204106,2205609,1
SRR1173445,2205609,2207238,1
SRR1173445,2207238,2208822,1
SRR1173445,2208822,2210451,1
SRR1173445,2210451,2212132,1
SRR1173445,2212132,2213906,1
SRR1173445,2213906,2215738,1
SRR1173445,2215738,2217545,1
SRR1173445,2217545,2219369,1
SRR1173445,2219369,2221122,1
SRR1173445,2221122,2222733,1
SRR1173445,2222733,2224115,1
SRR1173445,2224115,2225990,1
SRR1173445,2225990,2227990,1
SRR1173445,2227990,2229736,1
SRR1173445,2229736,2231283,1
SRR1173445,2231283,2233105,1
SRR1173445,2233105,2234751,1
SRR1173445,2234751,2236575,1
SRR1173445,2236575,2238190,1
SRR1173445,2238190,2240016,1
SRR1173445,2240016,2241836,1
SRR1173445,2241836,2243397,1
SRR1173445,2243397,2245222,1
SRR1173445,2245222,2247024,1
SRR1173445,2247024,2248481,1
SRR1173445,2248481,2250217,1
SRR1173445,2250217,2252032,1
SRR1173445,2252032,2253831,1
SRR1173445,2253831,2255669,1
SRR1173445,2255669,2257416,1
SRR1173445,2257416,2259006,1
SRR1173445,2259006,2260577,1
SRR1173445,2262854,2263816,1
SRR1173445,2263816,2265689,1
SRR1173445,2265689,2267303,1
SRR1173445,2267303,2268956,1
SRR1173445,2268956,2270800,1
SRR1173445,2270800,2272700,1
SRR1173445,2272700,2274491,1
SRR1173445,2274491,2276088,1
SRR1173445,2276088,2277697,1
SRR1173445,2277697,2279212,1
SRR1173445,2279212,2280175,1
SRR1173445,2280175,2281883,1
SRR1173445,2281883,2283657,1
SRR1173445,2283657,2285485,1
SRR1173445,2285485,2287076,1
SRR1173445,2287076,2288827,1
SRR1173445,2288827,2290349,1
SRR1173445,2290349,2292079,1
SRR1173445,2292079,2293842,1
SRR1173445,2293842,2295785,1
SRR1173445,2295785,2297307,1
SRR1173445,2297307,2299004,1
SRR1173445,2299004,2300393,1
SRR1173445,2303614,2305279,1
SRR1173445,2305279,2306976,1
SRR1173445,2306976,2308519,1
SRR1173445,2308519,2309646,1
SRR1173445,2309646,2311585,1
SRR1173445,2311585,2313424,1
SRR1173445,2313424,2315165,1
SRR1173445,2315165,2316711,1
SRR1173445,2316711,2318473,1
SRR1173445,2318473,2320043,1
SRR1173445,2320043,2321369,1
SRR1173445,2321369,2323047,1
SRR1173445,2323047,2324512,1
SRR1173445,2324512,2326314,1
SRR1173445,2326314,2327911,1
SRR1173445,2327911,2329088,1
SRR1173445,2329088,2330993,1
SRR1173445,2330993,2332723,1
SRR1173445,2332723,2334533,1
SRR1173445,2334533,2336128,1
SRR1173445,2336128,2337722,1
SRR1173445,2337722,2338872,1
SRR1173445,2338872,2340249,1
SRR1173445,2340249,2342112,1
SRR1173445,2342112,2343566,1
SRR1173445,2343566,2345211,1
SRR1173445,2345211,2346894,1
SRR1173445,2346894,2348267,1
SRR1173445,2348267,2350077,1
SRR1173445,2350077,2351464,1
SRR1173445,2351464,2353330,1
SRR1173445,2353330,2354080,1
SRR1173445,2356299,2356693,1
SRR1173445,2356693,2358393,1
SRR1173445,2358393,2360100,1
SRR1173445,2360100,2362021,1
SRR1173445,2362021,2363798,1
SRR1173445,2363798,2365720,1
SRR1173445,2365720,2366925,1
SRR1173445,2366925,2368645,1
SRR1173445,2368645,2370371,1
SRR1173445,2370371,2372150,1
SRR1173445,2372150,2372887,1
SRR1173445,2372887,2374576,1
SRR1173445,2374576,2376064,1
SRR1173445,2376064,2377447,1
SRR1173445,2377447,2379109,1
SRR1173445,2379109,2380729,1
SRR1173445,2380729,2382564,1
SRR1173445,2382564,2384405,1
SRR1173445,2384405,2386170,1
SRR1173445,2386170,2386467,1
SRR1173445,2386467,2388598,1
SRR1173445,2388598,2390402,1
SRR1173445,2390402,2392001,1
SRR1173445,2392001,2393866,1
SRR1173445,2393866,2395286,1
SRR1173445,2395286,2397101,1
SRR1173445,2397101,2398935,1
SRR1173445,2398935,2400361,1
SRR1173445,2400361,2402050,1
SRR1173445,2402050,2403966,1
SRR1173445,2403966,2405697,1
SRR1173445,2405697,2407313,1
SRR1173445,2407313,2409017,1
SRR1173445,2409017,2410631,1
SRR1173445,2410631,2412358,1
SRR1173445,2412358,2414254,1
SRR1173445,2414254,2415841,1
SRR1173445,2415841,2417791,1
SRR1173445,2420057,2421187,1
SRR1173445,2421187,2422978,1
SRR1173445,2422978,2424867,1
SRR1173445,2424867,2426378,1
SRR1173445,2426378,2428192,1
SRR1173445,2428192,2430019,1
SRR1173445,2432493,2434279,1
SRR1173445,2434279,2435926,1
SRR1173445,2435926,2437661,1
SRR1173445,2441024,2442855,1
SRR1173445,2442855,2443812,1
SRR1173445,2443812,2445592,1
SRR1173445,2445592,2447202,1
SRR1173445,2447202,2448863,1
SRR1173445,2448863,2449536,1
SRR1173445,2449536,2451261,1
SRR1173445,2451261,2452899,1
SRR1173445,2452899,2454148,1
SRR1173445,2454148,2455636,1
SRR1173445,2455636,2457404,1
SRR1173445,2457404,2458724,1
SRR1173445,2458724,2460330,1
SRR1173445,2460330,2462084,1
SRR1173445,2462084,2463908,1
SRR1173445,2463908,2465803,1
SRR1173445,2465803,2467448,1
SRR1173445,2467448,2469276,1
SRR1173445,2469276,2471276,1
SRR1173445,2471276,2471289,1
SRR1173445,2473512,2475250,1
SRR1173445,2475250,2477134,1
SRR1173445,2477134,2478949,1
SRR1173445,2478949,2480580,1
SRR1173445,2480580,2482042,1
SRR1173445,2482042,2483631,1
SRR1173445,2483631,2485277,1
SRR1173445,2485277,2486775,1
SRR1173445,2486775,2488078,1
SRR1173445,2488078,2489716,1
SRR1173445,2489716,2491432,1
SRR1173445,2491432,2493103,1
SRR1173445,2493103,2494733,1
SRR1173445,2494733,2496452,1
SRR1173445,2496452,2497891,1
SRR1173445,2497891,2499419,1
SRR1173445,2499419,2501264,1
SRR1173445,2501264,2502992,1
SRR1173445,2502992,2504637,1
SRR1173445,2504637,2506207,1
SRR1173445,2506207,2507776,1
SRR1173445,2507776,2509420,1
SRR1173445,2509420,2510719,1
SRR1173445,2510719,2511953,1
SRR1173445,2511953,2513312,1
SRR1173445,2513312,2514618,1
SRR1173445,2514618,2516378,1
SRR1173445,2516378,2518133,1
SRR1173445,2518133,2519671,1
SRR1173445,2519671,2520679,1
SRR1173445,2520679,2522441,1
SRR1173445,2522441,2523685,1
SRR1173445,2523685,2525426,1
SRR1173445,2525426,2526415,1
SRR1173445,2526415,2527993,1
SRR1173445,2527993,2529815,1
SRR1173445,2529815,2531501,1
SRR1173445,2531501,2533206,1
SRR1173445,2533206,2534826,1
SRR1173445,2534826,2536598,1
SRR1173445,2536598,2538430,1
SRR1173445,2538430,2539891,1
SRR1173445,2539891,2541583,1
SRR1173445,2541583,2543113,1
SRR1173445,2543113,2544904,1
SRR1173445,2544904,2546678,1
SRR1173445,2546678,2548255,1
SRR1173445,2548255,2549606,1
SRR1173445,2549606,2551031,1
SRR1173445,2551031,2552317,1
SRR1173445,2552317,2554097,1
SRR1173445,2554097,2555774,1
SRR1173445,2555774,2557644,1
SRR1173445,2557644,2559411,1
SRR1173445,2559411,2561084,1
SRR1173445,2561084,2562874,1
SRR1173445,2562874,2564407,1
SRR1173445,2564407,2566062,1
SRR1173445,2566062,2567860,1
SRR1173445,2567860,2569632,1
SRR1173445,2569632,2571422,1
SRR1173445,2571422,2573097,1
SRR1173445,2573097,2574928,1
SRR1173445,2574928,2576748,1
SRR1173445,2576748,2578519,1
SRR1173445,2578519,2579672,1
SRR1173445,2579672,2581353,1
SRR1173445,2581353,2583093,1
SRR1173445,2583093,2584719,1
SRR1173445,2584719,2586089,1
SRR1173445,2586089,2587934,1
SRR1173445,2587934,2589779,1
SRR1173445,2589779,2591647,1
SRR1173445,2591647,2592885,1
SRR1173445,2592885,2594692,1
SRR1173445,2594692,2596335,1
SRR1173445,2596335,2597871,1
SRR1173445,2597871,2598730,1
SRR1173445,2598730,2600532,1
SRR1173445,2600532,2602224,1
SRR1173445,2602224,2604017,1
SRR1173445,2604017,2605464,1
SRR1173445,2605464,2606466,1
SRR1173445,2606466,2608225,1
SRR1173445,2608225,2609666,1
SRR1173445,2609666,2611403,1
SRR1173445,2611403,2613088,1
SRR1173445,2613088,2614918,1
SRR1173445,2614918,2615300,1
SRR1173445,2615300,2617070,1
SRR1173445,2617070,2617585,1
SRR1173445,2617585,2619358,1
SRR1173445,2619358,2620764,1
SRR1173445,2620764,2622513,1
SRR1173445,2622513,2624057,1
SRR1173445,2627653,2629455,1
SRR1173445,2629455,2630671,1
SRR1173445,2630671,2632203,1
SRR1173445,2632203,2634160,1
SRR1173445,2634160,2635762,1
SRR1173445,2635762,2637613,1
SRR1173445,2639865,2641258,1
SRR1173445,2641258,2642680,1
SRR1173445,2642680,2644447,1
SRR1173445,2644447,2646022,1
SRR1173445,2646022,2647629,1
SRR1173445,2647629,2649057,1
SRR1173445,2649057,2650786,1
SRR1173445,2650786,2652278,1
SRR1173445,2652278,2654038,1
SRR1173445,2654038,2655345,1
SRR1173445,2655345,2657153,1
SRR1173445,2657153,2658940,1
SRR1173445,2658940,2659438,1
SRR1173445,2659438,2661174,1
SRR1173445,2661174,2662440,1
SRR1173445,2662440,2664138,1
SRR1173445,2664138,2664982,1
SRR1173445,2664982,2666681,1
SRR1173445,2666681,2668285,1
SRR1173445,2668285,2669971,1
SRR1173445,2669971,2671772,1
SRR1173445,2671772,2673512,1
SRR1173445,2673512,2675323,1
SRR1173445,2675323,2677054,1
SRR1173445,2677054,2678719,1
SRR1173445,2678719,2680106,1
SRR1173445,2680106,2681742,1
SRR1173445,2681742,2683634,1
SRR1173445,2683634,2684846,1
SRR1173445,2684846,2686669,1
SRR1173445,2686669,2688404,1
SRR1173445,2688404,2690136,1
SRR1173445,2690136,2690843,1
SRR1173445,2690843,2692377,1
SRR1173445,2692377,2694136,1
SRR1173445,2694136,2695751,1
SRR1173445,2695751,2697008,1
SRR1173445,2697008,2698647,1
SRR1173445,2698647,2700430,1
SRR1173445,2700430,2701782,1
SRR1173445,2701782,2703356,1
SRR1173445,2703356,2704097,1
SRR1173445,2704097,2705791,1
SRR1173445,2705791,2707370,1
SRR1173445,2707370,2708223,1
SRR1173445,2708223,2709545,1
SRR1173445,2709545,2710944,1
SRR1173445,2710944,2712614,1
SRR1173445,2712614,2713496,1
SRR1173445,2713496,2715352,1
SRR1173445,2715352,2717023,1
SRR1173445,2717023,2718715,1
SRR1173445,2718715,2720447,1
SRR1173445,2720447,2721462,1
SRR1173445,2721462,2722764,1
SRR1173445,2722764,2724316,1
SRR1173445,2724316,2725256,1
SRR1173445,2725256,2727021,1
SRR1173445,2727021,2728781,1
SRR1173445,2728781,2730539,1
SRR1173445,2730539,2732244,1
SRR1173445,2732244,2733805,1
SRR1173445,2733805,2735514,1
SRR1173445,2735514,2737104,1
SRR1173445,2737104,2738712,1
SRR1173445,2738712,2740547,1
SRR1173445,2740547,2741964,1
SRR1173445,2741964,2743631,1
SRR1173445,2743631,2745554,1
SRR1173445,2745554,2746130,1
SRR1173445,2746130,2747970,1
SRR1173445,2747970,2749648,1
SRR1173445,2749648,2751220,1
SRR1173445,2751220,2752878,1
SRR1173445,2752878,2754320,1
SRR1173445,2754320,2756128,1
SRR1173445,2756128,2757799,1
SRR1173445,2757799,2759637,1
SRR1173445,2759637,2761116,1
SRR1173445,2761116,2762632,1
SRR1173445,2762632,2764417,1
SRR1173445,2764417,2766183,1
SRR1173445,2766183,2767736,1
SRR1173445,2767736,2769446,1
SRR1173445,2769446,2771017,1
SRR1173445,2771017,2772656,1
SRR1173445,2772656,2774504,1
SRR1173445,2774504,2776229,1
SRR1173445,2776229,2778022,1
SRR1173445,2778022,2779483,1
SRR1173445,2779483,2780816,1
SRR1173445,2780816,2782662,1
SRR1173445,2782662,2784430,1
SRR1173445,2784430,2786276,1
SRR1173445,2786276,2787761,1
SRR1173445,2787761,2789410,1
SRR1173445,2789410,2791079,1
SRR1173445,2791079,2792982,1
SRR1173445,2797530,2798662,1
SRR1173445,2806298,2808103,1
SRR1173445,2808103,2809900,1
SRR1173445,2809900,2811531,1
SRR1173445,2811531,2812944,1
SRR1173445,2812944,2814773,1
SRR1173445,2814773,2816532,1
SRR1173445,2816532,2817769,1
SRR1173445,2817769,2819538,1
SRR1173445,2819538,2821054,1
SRR1173445,2821054,2822501,1
SRR1173445,2822501,2824184,1
SRR1173445,2824184,2825584,1
SRR1173445,2825584,2827278,1
SRR1173445,2827278,2828920,1
SRR1173445,2828920,2830186,1
SRR1173445,2830186,2831960,1
SRR1173445,2831960,2833609,1
SRR1173445,2833609,2835518,1
SRR1173445,2835518,2837327,1
SRR1173445,2837327,2838700,1
SRR1173445,2840999,2842744,1
SRR1173445,2842744,2843216,1
SRR1173445,2843216,2844909,1
SRR1173445,2844909,2845435,1
SRR1173445,2845435,2847108,1
SRR1173445,2847108,2848860,1
SRR1173445,2848860,2850739,1
SRR1173445,2850739,2852739,1
SRR1173445,2852739,2854486,1
SRR1173445,2854486,2856216,1
SRR1173445,2856216,2857103,1
SRR1173445,2857103,2859198,1
SRR1173445,2859198,2860063,1
SRR1173445,2860063,2861813,1
SRR1173445,2861813,2862928,1
SRR1173445,2865593,2867333,1
SRR1173445,2867333,2868565,1
SRR1173445,2868565,2870069,1
SRR1173445,2870069,2870805,1
SRR1173445,2870805,2872399,1
SRR1173445,2872399,2873690,1
SRR1173445,2873690,2875355,1
SRR1173445,2875355,2877164,1
SRR1173445,2877164,2878819,1
SRR1173445,2878819,2880615,1
SRR1173445,2880615,2882341,1
SRR1173445,2882341,2883868,1
SRR1173445,2883868,2885595,1
SRR1173445,2885595,2887415,1
SRR1173445,2887415,2889160,1
SRR1173445,2889160,2890685,1
SRR1173445,2890685,2891186,1
SRR1173445,2891186,2893334,1
SRR1173445,2893334,2894991,1
SRR1173445,2894991,2896894,1
SRR1173445,2896894,2899053,1
SRR1173445,2899053,2900262,1
SRR1173445,2900262,2901753,1
SRR1173445,2901753,2903435,1
SRR1173445,2903435,2904929,1
SRR1173445,2904929,2906754,1
SRR1173445,2906754,2908518,1
SRR1173445,2908518,2910006,1
SRR1173445,2910006,2911931,1
SRR1173445,2911931,2913617,1
SRR1173445,2913617,2914984,1
SRR1173445,2914984,2916798,1
SRR1173445,2916798,2918259,1
SRR1173445,2918259,2919560,1
SRR1173445,2919560,2921329,1
SRR1173445,2923820,2925674,1
SRR1173445,2925674,2927272,1
SRR1173445,2927272,2928892,1
SRR1173445,2928892,2930453,1
SRR1173445,2930453,2932199,1
SRR1173445,2932199,2932955,1
SRR1173445,2932955,2934940,1
SRR1173445,2934940,2936924,1
SRR1173445,2936924,2938559,1
SRR1173445,2938559,2940311,1
SRR1173445,2940311,2941517,1
SRR1173445,2941517,2943028,1
SRR1173445,2943028,2943584,1
SRR1173445,2943584,2945263,1
SRR1173445,2945263,2947157,1
SRR1173445,2947157,2948666,1
SRR1173445,2948666,2949900,1
SRR1173445,2949900,2951602,1
SRR1173445,2951602,2952761,1
SRR1173445,2952761,2954476,1
SRR1173445,2954476,2955871,1
SRR1173445,2955871,2957364,1
SRR1173445,2962500,2964168,1
SRR1173445,2964168,2965901,1
SRR1173445,2965901,2967650,1
SRR1173445,2967650,2969500,1
SRR1173445,2969500,2971322,1
SRR1173445,2976589,2978410,1
SRR1173445,2978410,2979969,1
SRR1173445,2979969,2981747,1
SRR1173445,2985294,2986958,1
SRR1173445,2986958,2988868,1
SRR1173445,2988868,2989929,1
SRR1173445,2989929,2991197,1
SRR1173445,2991197,2992891,1
SRR1173445,2992891,2994335,1
SRR1173445,2994335,2995506,1
SRR1173445,2995506,2996977,1
SRR1173445,2996977,2998482,1
SRR1173445,2998482,3000280,1
SRR1173445,3000280,3001948,1
SRR1173445,3001948,3003266,1
SRR1173445,3003266,3004844,1
SRR1173445,3004844,3006615,1
SRR1173445,3006615,3007990,1
SRR1173445,3007990,3009768,1
SRR1173445,3009768,3011428,1
SRR1173445,3011428,3013209,1
SRR1173445,3013209,3014995,1
SRR1173445,3014995,3016418,1
SRR1173445,3016418,3017325,1
SRR1173445,3017325,3018850,1
SRR1173445,3018850,3020664,1
SRR1173445,3020664,3022418,1
SRR1173445,3022418,3024162,1
SRR1173445,3024162,3025874,1
SRR1173445,3025874,3027654,1
SRR1173445,3027654,3029269,1
SRR1173445,3029269,3030710,1
SRR1173445,3030710,3032424,1
SRR1173445,3032424,3033484,1
SRR1173445,3033484,3035258,1
SRR1173445,3035258,3036833,1
SRR1173445,3036833,3038689,1
SRR1173445,3038689,3040412,1
SRR1173445,3040412,3041935,1
SRR1173445,3041935,3043389,1
SRR1173445,3043389,3044863,1
SRR1173445,3044863,3046438,1
SRR1173445,3046438,3048176,1
SRR1173445,3048176,3049850,1
SRR1173445,3049850,3050898,1
SRR1173445,3055865,3057732,1
SRR1173445,3057732,3059373,1
SRR1173445,3059373,3060304,1
SRR1173445,3060304,3061989,1
SRR1173445,3061989,3063767,1
SRR1173445,3063767,3065478,1
SRR1173445,3065478,3066501,1
SRR1173445,3066501,3068339,1
SRR1173445,3068339,3070048,1
SRR1173445,3070048,3070877,1
SRR1173445,3070877,3072637,1
SRR1173445,3072637,3074375,1
SRR1173445,3074375,3074829,1
SRR1173445,3079166,3080860,1
SRR1173445,3080860,3082475,1
SRR1173445,3082475,3084372,1
SRR1173445,3084372,3086126,1
SRR1173445,3086126,3087772,1
SRR1173445,3087772,3088801,1
SRR1173445,3088801,3090451,1
SRR1173445,3090451,3091892,1
SRR1173445,3091892,3093607,1
SRR1173445,3093607,3095056,1
SRR1173445,3095056,3096783,1
SRR1173445,3096783,3098331,1
SRR1173445,3098331,3100145,1
SRR1173445,3100145,3101579,1
SRR1173445,3101579,3103124,1
SRR1173445,3103124,3104613,1
SRR1173445,3104613,3105986,1
SRR1173445,3105986,3107723,1
SRR1173445,3107723,3109403,1
SRR1173445,3109403,3110780,1
SRR1173445,3110780,3112487,1
SRR1173445,3112487,3114075,1
SRR1173445,3114075,3115617,1
SRR1173445,3115617,3117690,1
SRR1173445,3117690,3119417,1
SRR1173445,3122572,3124441,1
SRR1173445,3124441,3126160,1
SRR1173445,3126160,3127721,1
SRR1173445,3127721,3129454,1
SRR1173445,3129454,3131085,1
SRR1173445,3131085,3132487,1
SRR1173445,3132487,3133685,1
SRR1173445,3136656,3137235,1
SRR1173445,3137235,3138852,1
SRR1173445,3138852,3140658,1
SRR1173445,3140658,3142268,1
SRR1173445,3142268,3143156,1
SRR1173445,3143156,3144890,1
SRR1173445,3144890,3146475,1
SRR1173445,3146475,3147847,1
SRR1173445,3147847,3149491,1
SRR1173445,3149491,3150675,1
SRR1173445,3150675,3152305,1
SRR1173445,3152305,3153698,1
SRR1173445,3153698,3155201,1
SRR1173445,3155201,3157094,1
SRR1173445,3157094,3157993,1
SRR1173445,3157993,3159420,1
SRR1173445,3159420,3160288,1
SRR1173445,3160288,3162180,1
SRR1173445,3162180,3164203,1
SRR1173445,3164203,3166128,1
SRR1173445,3166128,3167829,1
SRR1173445,3167829,3169405,1
SRR1173445,3169405,3171202,1
SRR1173445,3171202,3172707,1
SRR1173445,3172707,3174043,1
SRR1173445,3174043,3175573,1
SRR1173445,3175573,3177313,1
SRR1173445,3177313,3178855,1
SRR1173445,3178855,3179361,1
SRR1173445,3179361,3181475,1
SRR1173445,3181475,3183315,1
SRR1173445,3183315,3184573,1
SRR1173445,3184573,3186251,1
SRR1173445,3186251,3187865,1
SRR1173445,3187865,3189453,1
SRR1173445,3189453,3190394,1
SRR1173445,3190394,3192122,1
SRR1173445,3192122,3194000,1
SRR1173445,3194000,3195720,1
SRR1173445,3195720,3196870,1
SRR1173445,3196870,3197948,1
SRR1173445,3200190,3200360,1
SRR1173445,3200360,3202345,1
SRR1173445,3202345,3203902,1
SRR1173445,3203902,3205633,1
SRR1173445,3205633,3207061,1
SRR1173445,3207061,3208350,1
SRR1173445,3208350,3210058,1
SRR1173445,3210058,3210851,1
SRR1173445,3210851,3212595,1
SRR1173445,3212595,3214284,1
SRR1173445,3214284,3216137,1
SRR1173445,3216137,3217873,1
SRR1173445,3217873,3219298,1
SRR1173445,3219298,3220919,1
SRR1173445,3220919,3222560,1
SRR1173445,3222560,3223602,1
SRR1173445,3223602,3225459,1
SRR1173445,3225459,3227056,1
SRR1173445,3227056,3228901,1
SRR1173445,3228901,3230410,1
SRR1173445,3230410,3232158,1
SRR1173445,3232158,3233115,1
SRR1173445,3233115,3234298,1
SRR1173445,3234298,3236160,1
SRR1173445,3236160,3237954,1
SRR1173445,3237954,3238790,1
SRR1173445,3238790,3240839,1
SRR1173445,3240839,3242457,1
SRR1173445,3242457,3244235,1
SRR1173445,3244235,3245860,1
SRR1173445,3245860,3246965,1
SRR1173445,3246965,3248242,1
SRR1173445,3248242,3249809,1
SRR1173445,3249809,3251634,1
SRR1173445,3251634,3253427,1
SRR1173445,3253427,3254970,1
SRR1173445,3254970,3256789,1
SRR1173445,3256789,3258086,1
SRR1173445,3258086,3259887,1
SRR1173445,3259887,3261289,1
SRR1173445,3261289,3262729,1
SRR1173445,3262729,3264697,1
SRR1173445,3264697,3265958,1
SRR1173445,3265958,3267671,1
SRR1173445,3267671,3268906,1
SRR1173445,3268906,3270084,1
SRR1173445,3270084,3271836,1
SRR1173445,3271836,3273433,1
SRR1173445,3273433,3275118,1
SRR1173445,3275118,3276739,1
SRR1173445,3276739,3277841,1
SRR1173445,3277841,3278966,1
SRR1173445,3278966,3281108,1
SRR1173445,3281108,3282895,1
SRR1173445,3282895,3284729,1
SRR1173445,3284729,3286308,1
SRR1173445,3286308,3287953,1
SRR1173445,3287953,3289695,1
SRR1173445,3289695,3291371,1
SRR1173445,3291371,3292137,1
SRR1173445,3292137,3294028,1
SRR1173445,3294028,3295865,1
SRR1173445,3295865,3297498,1
SRR1173445,3297498,3299223,1
SRR1173445,3299223,3300540,1
SRR1173445,3300540,3301864,1
SRR1173445,3301864,3303482,1
SRR1173445,3303482,3304615,1
SRR1173445,3304615,3306243,1
SRR1173445,3306243,3307647,1
SRR1173445,3307647,3309268,1
SRR1173445,3309268,3310658,1
SRR1173445,3310658,3311688,1
SRR1173445,3311688,3313160,1
SRR1173445,3313160,3313998,1
SRR1173445,3316303,3318129,1
SRR1173445,3318129,3319820,1
SRR1173445,3319820,3321563,1
SRR1173445,3321563,3323198,1
SRR1173445,3323198,3324986,1
SRR1173445,3324986,3326670,1
SRR1173445,3329561,3330885,1
SRR1173445,3330885,3332627,1
SRR1173445,3332627,3333614,1
SRR1173445,3333614,3335048,1
SRR1173445,3335048,3335974,1
SRR1173445,3335974,3337713,1
SRR1173445,3337713,3339334,1
SRR1173445,3339334,3341000,1
SRR1173445,3341000,3342602,1
SRR1173445,3342602,3344402,1
SRR1173445,3344402,3346004,1
SRR1173445,3346004,3347689,1
SRR1173445,3347689,3348402,1
SRR1173445,3348402,3350144,1
SRR1173445,3350144,3351422,1
SRR1173445,3351422,3352496,1
SRR1173445,3352496,3354624,1
SRR1173445,3354624,3355807,1
SRR1173445,3355807,3357650,1
SRR1173445,3357650,3359441,1
SRR1173445,3359441,3360940,1
SRR1173445,3360940,3362817,1
SRR1173445,3362817,3364553,1
SRR1173445,3364553,3365365,1
SRR1173445,3365365,3366705,1
SRR1173445,3366705,3368440,1
SRR1173445,3368440,3369716,1
SRR1173445,3373730,3375040,1
SRR1173445,3375040,3376603,1
SRR1173445,3382232,3383265,1
SRR1173445,3383265,3384870,1
SRR1173445,3384870,3386449,1
SRR1173445,3386449,3387695,1
SRR1173445,3387695,3389358,1
SRR1173445,3389358,3390594,1
SRR1173445,3390594,3391862,1
SRR1173445,3391862,3393650,1
SRR1173445,3393650,3395282,1
SRR1173445,3395282,3396752,1
SRR1173445,3396752,3397519,1
SRR1173445,3397519,3399421,1
SRR1173445,3399421,3401269,1
SRR1173445,3401269,3402959,1
SRR1173445,3402959,3404669,1
SRR1173445,3404669,3406431,1
SRR1173445,3406431,3407903,1
SRR1173445,3407903,3409080,1
SRR1173445,3409080,3410824,1
SRR1173445,3410824,3412225,1
SRR1173445,3412225,3414085,1
SRR1173445,3414085,3415287,1
SRR1173445,3415287,3416722,1
SRR1173445,3416722,3418028,1
SRR1173445,3418028,3419198,1
SRR1173445,3419198,3421000,1
SRR1173445,3421000,3422765,1
SRR1173445,3422765,3424523,1
SRR1173445,3424523,3425602,1
SRR1173445,3425602,3426981,1
SRR1173445,3426981,3428584,1
SRR1173445,3428584,3430139,1
SRR1173445,3430139,3431941,1
SRR1173445,3431941,3433537,1
SRR1173445,3433537,3434242,1
SRR1173445,3434242,3436304,1
SRR1173445,3436304,3436433,1
SRR1173445,3439745,3441429,1
SRR1173445,3441429,3443057,1
SRR1173445,3445381,3446913,1
SRR1173445,3446913,3448491,1
SRR1173445,3448491,3450067,1
SRR1173445,3450067,3451795,1
SRR1173445,3451795,3452920,1
SRR1173445,3452920,3454606,1
SRR1173445,3454606,3455512,1
SRR1173445,3455512,3457219,1
SRR1173445,3457219,3458187,1
SRR1173445,3458187,3459803,1
SRR1173445,3459803,3460873,1
SRR1173445,3460873,3462442,1
SRR1173445,3462442,3463482,1
SRR1173445,3463482,3465482,1
SRR1173445,3465482,3467286,1
SRR1173445,3467286,3468565,1
SRR1173445,3468565,3469915,1
SRR1173445,3469915,3471087,1
SRR1173445,3471087,3472539,1
SRR1173445,3472539,3474245,1
SRR1173445,3474245,3475907,1
SRR1173445,3475907,3477630,1
SRR1173445,3477630,3479426,1
SRR1173445,3479426,3480936,1
SRR1173445,3486231,3487713,1
